=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === 
=== === === === === === === === === === === === -409.25 === -410.00 -413.67 -412.92 -410.65 -414.17 -415.16 -416.36 === === -415.80 === -417.40 -419.88 -423.27 === -422.74 -427.73 === -429.78 === -434.27 === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -520.51 -526.74 === === === === -546.05 === === === === === -568.53 -576.98 -577.89 -579.50 === === === === === === === === === === === === === === === === === -663.56 === === 
=== === === === === === -420.07 === === === === === === === -417.60 -419.08 === === === === -420.97 === === -423.47 === === === -428.61 -429.60 === === === === === === === -447.18 === === === -452.94 === === === === === === === === === === === === === === === === === === === === === === === === -533.09 -530.82 === === === === === === === === === === -576.41 -578.12 === === === === === === === === === === === === === === === === === === -667.43 === === 
=== === === === === -422.42 -424.05 === === === === === === === -426.57 -423.01 === === === === === === === -428.12 === === -434.32 === === === === -439.25 === === -447.12 === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -534.39 -536.38 === === === -551.06 === === === === === === === === === === === === === === === -620.51 === === === === === === === === === === -667.43 === === 
=== === === === === === === === === === === === === === -428.42 -428.74 === === -433.34 === === === === === === === === -441.36 === === === -445.23 -447.42 === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -540.94 -547.38 === -556.40 === -558.87 === === === === === === === === === === === === === === === === === === === === === === === === === === === === 
=== === === === === === === === === === === === === === -432.82 -438.00 === -439.89 === === === === === === === === === === === === === === -451.31 === === === === === === === -469.60 === === === === === === === === === === === === === === === === === === === === === === === === === === -548.55 -555.59 -561.89 === -565.07 === === === === -586.33 === === === === === === === === === === === === === === === === -661.26 === === === === === === 
=== === === === === === === === === === === === === === -443.63 -440.91 === -441.92 === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -494.47 === === === === === === === === === === === === === === === === === === -557.07 -557.09 -562.74 === === -576.17 -576.42 === === === === === -605.92 === === === === === === === === === === === -655.79 === -663.81 === === === === === === 
=== === === === === === === === === === === === === === -446.75 -446.66 -451.06 === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -563.79 === === === -577.91 -583.57 === === === === === === === === === === === === === === === === === === === === === === === === === === 
=== === === === === === === === === === === === === === -450.83 -452.19 -454.60 === -454.00 -455.25 -458.83 === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -570.64 -571.32 -574.48 === === === -590.50 -595.60 === === -607.50 === === === === === === === === === === === === === === === -676.20 === === === === === 
=== === === === === === === === === === === === === === === === -459.87 === -461.54 === === === === === === === === === === === === === === === === === === === === === === === === -497.98 === -501.22 === === === === === === === === === === === === === === === === === === === === === === === -577.46 -581.74 === -586.65 === === -601.89 === === === === === === === === === === === === === === === === === -674.69 === === === === === === 
=== === === === === === === === === === === === === === === === === -465.34 === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -582.84 -585.22 -589.63 -591.71 === -601.85 -606.18 === -609.74 === === === === === === === === === === === === === === === === === === === === === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -590.66 -596.98 -598.81 === === === === === === === === === === === === === === === === === === === === === === === === === === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -597.39 -600.26 -600.95 -604.24 -613.93 -611.40 === -621.92 -625.56 === === === === === === === === === === === === === === === === === === === === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -550.67 === === === === === === === === === === === === === === === === -603.19 -606.85 -610.92 === === === === === === === === === === === === === === === === === === === === === === === === === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -550.85 === === -561.60 === === === === === === === === === === === === === === === -614.55 -614.20 -619.00 -622.76 === === === === === === === === === -664.48 -667.66 === === === === === === === === === === === === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -615.96 -622.26 === === === === === -645.06 -646.37 === === === === === -667.35 === === === === === === === === === === === === === 
=== === === -505.68 === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -626.39 === === === -641.46 === === === === === === === === === === === === === === === === === === === === === === 
=== === === === -506.11 === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -631.19 -634.19 === === === === === === === === === === === === === === === === === === === === === === -726.64 === === 
=== === === -514.02 === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -635.94 -641.92 === === === === === === === === === === === === === === === === === === === === === === -728.78 === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -587.85 === === === === === === === === === === === === === === === === -643.72 -648.56 -649.23 -654.78 === === === === -674.71 -675.10 -681.13 -685.20 -687.94 === === === === === === === === -725.26 -730.97 -731.84 === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === 
