=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -382.38 -389.42 -393.57 -392.25 -400.20 -406.18 -403.49 -410.01 -418.82 -421.78 === -427.89 -433.76 === === === === -458.33 -459.11 === === === === === === === === === === === === === === === === === === === === === === === === === -592.60 === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -394.34 -394.80 -401.96 -403.90 -407.18 -408.44 -414.05 -420.24 -426.30 -428.33 -434.33 -434.06 === === === === === -465.77 === === === === === === === === === === === === === === === === === === === === === === === === === === === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -395.25 -400.31 -405.25 -405.45 -412.51 -415.99 -419.31 -424.54 -427.83 -432.12 === -441.05 === === === === === -466.49 -472.00 === -480.64 === === -497.71 === === === === === === === === === === === === === === === === === === === === === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -407.60 -407.19 -410.66 -416.52 -422.40 -423.07 -425.83 -433.18 -440.17 -442.21 -446.01 -452.57 === === === === -472.68 -478.69 === -488.42 === === -500.50 === === === === === === === === === === === === === === === === === === === === === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -414.11 -416.07 -422.78 -425.64 -429.61 -433.51 -434.96 -442.71 -448.81 === -456.51 -456.13 === === === === -480.12 -483.80 === === === === === === === === === === === === === === === === === === === === === === === === === === 
=== === === === === === === -317.47 -317.33 === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -420.01 -420.49 -426.09 -429.66 -429.78 -435.61 -438.95 -445.37 -453.15 -453.64 === === === === === === === -488.29 -496.25 === === === === === === === === === === === === === === === === === === === === === === -606.73 === === 
=== === === === === === === -321.20 === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -425.59 -428.47 -433.07 -436.94 -439.58 -441.84 -450.35 -453.53 -456.19 === -464.52 === === === === === -494.92 -496.52 === === === -515.04 === === === === === === === === === === === === === === === === === === -609.58 === === 
=== === === === === === === === === === === -327.69 === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -432.31 -431.98 -437.72 -445.51 -448.10 -450.07 -451.28 -458.79 -463.50 -466.05 === === === === === === === -501.49 === === === === -528.31 === === === === === === === === === === === === === === === === === === === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -437.23 === -448.23 -452.24 -450.58 -455.54 -462.20 -466.10 -471.84 === -481.51 -481.45 === === === === -507.27 -511.34 -513.47 === === === === === === === === === === === === === === === === === === === === === === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -442.96 -446.90 -451.34 === -460.17 -464.88 -468.92 -473.10 -473.45 -478.28 === -487.95 -491.66 === === === === -512.99 -518.09 === === === === === === === === === === === === === === === === === === === === === === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -451.48 -454.82 -460.39 -462.99 -466.04 -472.12 -475.21 -481.34 -486.87 -486.43 === -498.26 === === === === -519.38 -523.18 === === === === === === === === === === === === === === === === === === === === === === === 
=== === === === === === === -354.75 === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -457.62 === -462.46 -468.83 -467.82 -476.01 -478.40 -482.87 -486.50 === === -499.14 -504.89 === === === === -529.11 -531.40 === === === -549.57 === === === === === === === === === === === === === === === === === === 
=== === === === === === -355.98 -355.06 === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -473.60 -476.63 -478.51 -485.01 -489.97 -492.35 === === -504.87 -511.86 === === === === -530.72 -534.19 === === === === === === === === === === === === === === === === === === === === === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -469.47 === -478.19 -477.50 -481.85 -487.41 -494.58 -497.59 -501.39 -507.39 === -512.69 -517.44 === === === === -540.07 -540.19 === === === === === === === === === === === === === === === === === === === === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -479.31 -480.27 -487.58 -489.34 -492.49 -496.61 -503.24 -504.23 -508.00 -512.17 === -521.68 === === === === === -551.25 === === === === === === === === === === === === === === === === === === === === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -481.67 -486.13 -492.96 -496.01 -498.23 -502.52 -504.28 -511.78 -513.37 -515.38 === -528.70 -530.12 === === === === -553.25 -554.69 === === === === === === === === === === === === === === === === === === === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -489.14 -495.60 -499.76 -500.95 -504.88 -510.11 -515.76 -517.95 === -525.55 -530.59 -536.14 === === === === === -559.02 -568.58 -570.61 === === === === === === === === === === === === === === === === === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -495.58 -496.55 -502.90 -503.73 -509.21 -513.78 -520.41 -521.48 -524.41 === === -539.21 -541.04 === === === === -566.48 -566.55 === === === === === === === === === === === === === === === === === === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -507.21 -507.01 -510.86 -515.94 -517.08 -520.74 -526.82 -527.50 -535.56 -539.50 === -546.56 -551.81 === === === === -575.33 -577.52 === === === === -595.81 === === === === === === === === === === === === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -508.48 -509.07 -518.38 -522.77 -527.05 -524.02 === -534.71 -540.90 === === -553.98 === === === === === -576.82 -578.60 === === === === === === === === === === === === === === === === === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -514.68 -520.79 -526.45 -529.36 -531.37 -537.15 -537.78 -546.17 -544.58 -549.99 === === === === === -580.58 -580.07 === === === === === === === === === === === === === === === === -659.97 === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -522.33 -527.88 -534.41 -532.90 -538.03 -547.37 -551.55 === -554.90 === === -569.33 -570.71 -577.30 -580.61 === === === === === === === === === === === === === === === === === -663.35 === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -532.86 -533.35 -539.55 -539.36 -545.37 -548.49 -552.87 -560.18 -558.71 === -570.07 === -576.85 -577.95 === === === === === === -612.40 === === === === === === === === === === === -665.33 === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -539.34 -540.09 -543.52 -552.31 -554.49 -557.19 -562.05 -567.24 -571.07 -571.62 === === === === === === -602.07 === === -612.41 === === === === === === === === === === === === === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -545.99 -547.02 -552.58 -556.29 -559.39 -559.30 -566.19 -573.15 === -579.57 -579.96 === === -595.33 === === === === -614.13 === === === === -640.55 === -646.81 === === === === === === === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -553.45 -554.39 -557.00 -562.82 -567.19 -568.19 -575.43 -578.95 -582.39 -587.51 === -594.54 === === === === === === === === === === === === === === === === === === === === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -559.01 -561.66 -565.58 -564.26 -568.21 -573.84 -578.23 -581.29 -583.93 -593.71 -595.54 -602.58 -603.20 === === === === -623.96 === === === === === -649.66 === === === === === === === === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -565.23 -568.28 -571.54 -577.62 -577.44 -586.66 -585.14 -593.06 -596.09 === -603.15 -603.70 === === -619.85 -623.68 === === === === === === -651.91 === === === === === === === === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -568.40 -573.17 -576.35 -580.92 -582.46 -586.34 -591.52 -593.55 -598.30 -603.62 -607.06 -611.82 -616.38 === -625.06 === === === === === === === === === === === === === === === === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -576.35 -579.46 -582.90 -587.40 -593.94 -592.37 === -605.53 -604.50 === === === === === -632.89 === === -646.30 === === === === === -670.78 === === === === === === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -584.94 -588.52 === -593.23 -599.09 -603.13 -603.79 === === === === -626.58 === === -636.76 -642.96 === === === === -658.80 === -667.85 === === === === === === === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -590.57 === === === -608.33 -611.48 -610.58 === === === === === === -643.84 === === -651.38 -657.38 === === === === === === === === === === === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -596.88 -598.77 === -604.60 -609.00 -612.82 -615.63 -620.82 === === -635.95 === === === -651.96 === === === === -672.17 === -678.17 === === -691.68 === === === === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -602.51 === === === -616.96 -620.49 -624.46 -627.49 -637.30 === === -644.55 === -657.29 === -662.08 === -669.66 -673.35 -678.54 -681.95 -688.30 === === === === === === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -611.19 -610.42 === === -624.15 === -632.57 -637.17 === === -644.71 === -653.99 -660.62 -666.13 === -673.60 === -679.29 -683.04 === -693.44 -697.58 -697.00 === -706.26 === === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -618.48 === -624.86 === === === === === === -649.14 === === -663.38 -666.00 -671.13 === -675.44 === === === -693.31 === -703.06 === -715.04 === === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -622.00 === -629.46 === === -643.85 === === === === === === === -668.35 === -681.51 === === === === === === -711.05 -709.60 -714.02 -723.81 === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -631.08 -635.03 === -638.24 -644.15 === === === === === === === === === === -684.84 -692.30 -694.48 -696.59 === === === === === -725.46 === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -636.88 -638.66 === === === === === === === === === === === === === === === === === === -715.66 === === === -730.78 === === 
=== === === === === === -519.72 === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -642.08 -647.38 -650.12 -655.23 -657.12 === === -669.25 === === === -685.42 -687.86 -692.96 -697.96 -698.22 === -706.18 -711.39 -715.23 -721.54 -727.17 -729.89 -733.71 === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === 
