=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === 
=== === === === === === === === === === === === === === === === === === === === === === === === -394.94 -399.21 === === === -400.75 === === === === === === === === === === === === === === === === === === === === === === === === === === -475.75 === === === === === === === === === -510.63 -512.61 === === === === === === === === === === === -566.88 -567.52 === === === === === -597.30 -600.70 -603.46 -610.03 -616.78 -619.74 === === === === === -645.94 === === 
=== === === === === === === -391.71 === === === === === === === === === === === === === === === === === === -402.56 -406.99 === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -485.01 === === === === === === === === === -522.19 -523.07 -528.43 -531.25 -535.17 === === === === === === === === -572.10 === === === === === === === -609.41 -616.88 -620.29 -621.70 === === === === === -650.76 === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -529.29 -531.27 -534.22 -538.96 === === === === === === === === === === === === === === === === -609.21 -619.28 -624.23 -623.34 === === === === === -654.06 === === 
=== === === === === === === === -407.96 -406.77 === === === === === === === === === === === === -409.24 === === === === === === -421.28 === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -543.11 -548.83 === === === === === === -580.61 === === === === === === === === -618.84 -620.97 -624.07 -631.00 -634.53 -639.16 === === === === === === 
=== === === === === === === === -410.60 -411.81 === === === === === === === === === === === === === === === === === -424.38 === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -501.99 === === === === === === === === === === === === -554.63 -556.52 -560.95 === -571.41 -573.42 -577.61 -580.83 === === === === === === === === === -626.64 -629.08 -630.34 -638.06 === === === === -660.94 === === 
=== === === === === === === === === -419.90 -418.80 === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -527.80 === === === === -552.25 -553.07 -560.28 -559.83 -567.73 === === === === === === === === === === === === === === -631.98 -630.49 -634.91 -643.01 === === === === === === === 
=== === === === === === === === === -421.91 -425.27 === === === === === === === === === === -430.02 -429.49 === === === === === === -435.42 === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -563.48 -562.16 -571.58 -574.78 === === === === === === === === === === -621.20 -625.88 === -634.26 -641.63 -640.97 -644.08 -653.28 === === === === === === 
=== === === === === === === === === === -429.14 -431.70 === -429.76 -431.35 === === === === === === === -433.07 === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -499.00 === === === === === === -522.76 -522.94 === === === === === === === === === === -564.94 -569.69 -573.85 -578.47 === === -587.21 === === === === === === === === === === -638.35 -640.84 -647.48 -646.86 -655.73 === === === === === === 
=== === === === === === === === -435.74 === === -432.60 -435.64 -437.50 -436.63 === === === === === === === === === -443.78 === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -505.70 === === === === === === -532.71 === === === === === === === === === === === === -575.79 -582.90 === -589.24 === === === === === === === === === === === -644.43 -643.93 -649.72 -652.19 === === === === === === === 
=== === === === === === === === === -440.27 === -441.49 === -439.32 === === === === === -447.15 === === -443.88 === === === === === === -455.60 === === === === === === === === === === === === -482.12 === === === === -489.80 -497.17 === === === -505.88 === === === === === === === === === === === === === === === === === === === === === -581.85 -588.84 === -595.99 === -604.43 === === === === === === -634.43 === === -647.14 -651.24 -652.60 -657.38 === -666.80 === === === === === 
=== === === === === === === === === === === === -447.18 === === === === === === === -448.69 === === === -451.87 === -455.42 -460.84 === === -462.04 === -465.91 -468.17 === === === === === -477.27 === === -482.72 === === === === === -502.62 === === === -509.99 === === === === === === === === === === === === === === === === === === === === === === -593.48 -597.37 === === -607.52 -611.50 === === === === === === -642.95 === === -652.62 -655.67 === -664.93 === === === -684.17 === === 
=== === === === === === === === === === === -455.09 -451.38 -454.69 -454.78 -453.57 === === === -457.76 -456.04 -455.10 === -458.55 === -458.63 -460.16 -461.15 -463.03 === === === === === === === === === === === === === === === === -497.13 === === === === -508.57 === === === -521.88 === === === === === === === === === === === === === === === === === === === === === === -603.09 -607.92 -610.17 -616.08 -618.51 -625.23 === === -635.90 -640.58 -641.45 === -652.11 -658.18 === === -670.21 === === === === === === 
=== === === === === === === === === === === -460.98 -461.30 -459.88 -457.16 === === -461.52 === === -461.26 -465.03 -462.88 -463.99 === -465.69 -469.96 === === === === === === === === === === === === === === === === === === === === === === === === === -523.35 === === -529.71 -533.54 === === === === === === === === === === === === === === === === === === === === === -612.25 -616.48 -618.25 === === -630.11 === -642.14 -644.71 === -656.66 -657.46 -660.52 -667.88 -670.34 === === === === === === === 
=== === === === === === === === === === === === -468.00 === === -466.49 -469.03 -464.04 === -468.91 === -469.35 -471.16 -473.38 -473.24 -473.51 === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -541.54 -542.45 === === === === === === === === === === === === === === === === === === -609.88 === -616.91 -620.09 -624.45 -629.48 -631.91 -634.24 -642.33 -645.46 -648.74 -655.62 -655.99 -663.70 === === === === === === === === === === 
=== === === === === === === === === === === -468.43 === === -472.66 -470.89 === === -476.26 -471.92 -474.52 -476.10 === === === -477.04 -476.86 === === === === === === === === === === === === === === === === === === === === === === === === === === -535.89 === === === === === === === === === === === === === === === === === === === === === === === === -620.94 === -628.98 -632.37 -638.07 -641.57 -644.84 -651.84 -653.72 -658.11 -659.98 -664.20 === === === === === === === -700.55 === === 
=== === === === === === === === === === === === === === -475.91 -477.04 -478.81 -476.23 === -482.51 -482.84 -483.45 -483.51 === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -553.08 === -557.54 -560.01 === === === -574.88 -575.51 === === === === === === === === === -616.47 === === === === === === -639.11 -642.39 -649.66 -653.24 -657.89 === === === === === === === === === === === === === 
=== === === === === === === === === === === -485.63 === === -486.31 === -485.04 -483.45 -483.99 -483.17 === -486.12 === === === === === === === -494.08 === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -568.99 === === -578.07 === === === === === === === === === === === === === === === === === === === === === === === -664.03 === === === === === -692.50 === === === === === === 
=== === === === === === === === === -492.04 === -489.45 === -491.48 -487.17 === -488.95 -488.90 -489.05 -490.30 === === === === === -498.18 -498.40 === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -571.88 -572.61 === -578.83 === === === === === === === === -614.81 === === === === === === === === === === === === === === === === === === === === === === -702.66 === -715.34 === === 
=== === === === === === === -495.61 === -495.35 -495.61 === === === === === === === === -496.31 === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -580.14 === -586.21 -588.69 === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -711.84 === === === 
=== === === -505.44 -503.11 === === === -498.96 -503.31 -502.98 === === === === === === === -500.12 === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -589.60 === === === -602.70 === === === === === === -624.45 === === === === === === === === === === === === === === === === === === === === === === === -724.20 === === 
=== === === -511.67 -509.11 === === === === -506.62 === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -601.75 === -613.17 === === === === === -629.54 === === === === === === === === === === === === === === === === === === === -705.42 === -719.21 -722.32 -727.11 === === 
=== === === -512.48 -516.68 -516.60 -516.61 -513.69 === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -610.77 -613.64 -619.72 === === === === -637.77 -636.92 === === === === === === === === === === === === === === === === === -709.57 === === === === -731.00 === === 
=== === === -520.17 -521.06 -518.04 === -518.32 -516.91 -518.05 -518.65 -516.87 -517.35 -518.85 -519.93 -518.89 -521.09 === -522.13 -520.72 -521.11 -523.59 -521.69 -523.22 -524.89 -526.22 -526.42 -529.01 -527.84 -529.71 -530.80 -531.93 -535.20 -535.61 -535.94 -537.18 -538.16 -544.37 -545.92 -544.70 -548.04 -551.94 === === -555.78 === === === === -569.31 === -573.27 -573.56 === -581.55 -583.35 -584.67 -587.91 -590.07 -596.31 -599.35 -600.88 -603.81 -609.85 -611.88 -613.81 -614.55 -617.94 -622.25 === === === === === === === === === === === === === -674.08 -677.82 -682.41 -682.91 -687.02 -691.57 -696.49 -701.51 === -708.71 -712.66 -719.72 -721.85 -726.69 -729.20 -732.68 === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === 
