=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === 
=== === === -445.10 -442.79 === === === === === === === === === === === === -441.40 -445.99 -446.40 -444.63 -443.22 === -445.67 -447.14 === === === === === === === === === === === === === === === === === === === === === === === === -500.94 === === === === === === === === === === === === === === === === === -555.58 === === === === === === === -587.25 -592.79 === === === === === === === === === === === === === === === === === === === === -682.73 === === 
=== === === -449.76 -446.83 === === === === === === === === === === === === -450.17 === === -451.24 -451.93 === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -600.67 === === === === === === === === === === === === === === === === === === === -686.55 === === 
=== === === -457.81 -455.97 === === === === === === === === === === === === === -454.76 === -454.75 === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -602.45 === === === === === === === === === -644.48 -651.59 === === === === === === === === -689.99 === === 
=== === === -459.55 -462.84 === === === === === === === === === === === === === === === === === === === -464.49 === === === === === === === === === === === === === === === === === -499.13 === === === === === === === === === === === === === === === === === === === === === === === === === === -577.06 === === === === === === === -604.29 -608.30 === === === -626.81 === -639.54 === === === === === === === === === === === === -691.93 === === 
=== === === -464.24 -464.92 === === === === === -467.62 === === -463.16 === === === === === === -467.50 === -471.23 === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -584.71 -586.04 === === === === === === === === -621.67 === === === -636.92 === === -646.87 === === === === === === === === === === === === === 
=== === === -475.59 -475.70 === === === === -468.40 === === === === -472.91 === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -637.83 -641.63 === === === === === === === === === === === === === -703.11 === === 
=== === === -478.51 -478.80 === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -535.02 === === === === === === === === === === === === === === === === === === -596.65 -597.72 === === === === === === === === === === === === === === === === === === === === === === === === === === === === 
=== === === -483.81 -486.33 === === === === === === === -481.93 === === -483.80 === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -546.81 === === === === === === === === === === === === === === === === -603.22 === === === === === === === === === === === === === === === === === === === === === === === === === -708.33 === === 
=== === === -490.03 -487.96 === === === -491.04 === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -559.97 === === === === === === === === === === === === === === === -610.66 === === === === === === === === === === === === === === === === === === === === === === === === === -714.92 === === 
=== === === -496.27 -498.84 === === === === === === -492.89 === === === === === === === === === === === -502.12 === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -561.98 -564.21 -568.27 -570.53 === === === === === === === -595.15 === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -717.98 === === 
=== === === -504.48 -499.84 === === -503.42 === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -570.93 -579.50 === === === === === === === === === === === === === -624.46 === === === === === === === === === === === === === === === === -687.71 === === === === === === === -722.90 === === 
=== === === -511.64 -506.17 === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -587.55 === -596.42 === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -726.28 === === 
=== === === -514.67 -515.95 === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -599.47 -598.33 -605.83 -609.21 === === -620.43 === === === === -636.00 -636.41 === === === === === === === === === === === === === === === === === === === === === === -729.05 === === 
=== === === -520.86 -521.48 -521.67 -517.82 -519.47 -519.75 -520.31 -519.82 -517.02 -518.56 -518.91 -520.53 -521.01 -519.07 -520.24 -520.85 -520.29 -523.46 -523.09 -524.18 -524.82 -525.95 -525.78 -528.52 === === === === === === -535.89 === === === -540.31 -545.24 === === -549.44 -551.99 -556.41 -557.84 -556.14 -560.72 -563.87 -565.75 -566.46 -569.41 -573.18 -576.61 -578.53 -579.97 -582.85 -588.70 === === -593.80 === === === === -608.21 -615.09 -614.05 -621.96 -623.36 === === === === === -643.50 -647.42 -650.54 -655.14 -658.33 -662.78 -664.72 -672.03 -672.43 -678.55 -682.18 -684.29 -689.52 -692.89 -698.72 -703.12 -705.78 -708.90 -711.42 -716.07 -720.35 -723.22 -729.35 -735.56 === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === 
