=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === 
=== === === -312.44 === === === -309.31 === === === === -306.95 === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -408.93 -414.20 === === === -431.47 -432.67 === === === === === === === === === === === -487.83 -492.10 -492.61 === === === -514.09 -517.61 -521.98 -528.16 -534.44 === -541.77 === === === -564.69 -570.38 -571.05 === -583.03 === -594.14 === === === === 
=== === === -319.85 === === === -312.73 === === === -313.53 -313.51 === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -420.57 === === -430.52 -434.27 === === === === === === === === === === === === -494.63 -500.16 === === === === -520.77 -526.90 === === -541.28 === === === === === -573.05 === === === === -597.40 -604.52 === === === 
=== === === -324.50 === === === -322.41 === -319.17 === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -421.60 === === === -442.72 -448.18 === === === === === === === === === === === -501.03 -503.57 -506.01 -513.66 === === === -529.96 -531.90 -538.92 -543.81 === === === === -568.20 -576.81 === === === === -600.69 === -608.39 === === 
=== === === -331.45 === === === -325.03 === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -431.45 -432.60 === === === === === === === === === === === === === === === -501.06 -509.85 -510.61 === === === === -535.38 -540.41 -544.51 === === === === === -571.91 -575.89 === === === === -603.88 === === === === 
=== === === === === === -334.93 -334.04 === -334.19 === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -439.20 === === === -455.01 === === === === === === === === === === === === -512.75 -516.23 -519.00 === === === === === -548.36 -553.29 === === === -572.60 -578.07 === === === === === -603.49 -614.93 === === === 
=== === === -342.80 -341.36 === === -336.74 === -341.75 === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -443.96 -447.80 === === -459.57 -461.10 === === === === === === === === === === === === === -520.43 === === === === === -551.47 -557.10 === === === === -578.17 -582.85 === === === === -606.84 === === === === 
=== === === -345.89 === === === -345.71 === === === === === -346.90 -348.35 -347.88 === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -450.72 === === -462.34 === === === === === === === === === === === === === === -526.39 -534.29 === === === === -554.67 -560.83 -563.47 === === -580.10 -583.68 -591.53 === === === -610.00 === -618.97 === === === 
=== === === -351.66 === === === -349.03 === === === === === === -349.27 -349.44 === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -456.62 -457.56 === -469.93 -473.93 === === === === === === === === === === === === === -531.06 -538.23 === === === === -559.80 -564.18 === === -577.46 === -586.53 -592.48 -599.23 === === === -615.30 -621.33 === === === 
=== === === -359.37 === === === === -358.20 === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -464.46 -468.12 === -476.25 -479.81 -482.40 === === === === === === === === === === === -535.50 -537.92 -544.24 -547.59 === === === -565.23 -570.41 -579.11 === -588.00 === -594.60 -601.60 === -611.56 -616.27 -618.75 === === === === 
=== === === -367.79 === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -469.78 -472.44 === -479.94 -483.25 -489.01 === === === === === === === === === === === -540.35 -544.79 -545.34 === -557.73 === === -569.25 -577.07 -578.65 === -588.31 === === -606.01 -607.78 === === -622.08 === === === === 
=== === === -369.21 === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -477.62 === === -488.77 -492.02 === === === === === === === === === === === === -546.65 -552.27 -554.55 === === === -577.12 -582.49 === === === === -602.35 === === -614.99 === === === === === === 
=== === === -374.73 === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -483.93 -485.96 === -495.32 -497.42 === === === === === === === -529.14 === === === === -552.46 -559.35 -560.15 === === === -578.64 -582.86 === === === === === -612.57 === -621.34 -624.83 -629.91 === === === === 
=== === === -381.19 === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -500.04 === === === === === === === === === === === === === -560.52 -567.04 === === === -584.90 === === === === -606.23 -608.30 -611.49 -620.33 -624.76 -629.11 === === === === === 
=== === === -389.90 === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -500.44 -500.64 -504.20 -511.31 === === === === === === === === === === === === -565.11 -568.71 === === === -587.85 === === === -603.16 -607.96 -611.90 === === -630.66 === === === === === === 
=== === === === === === -393.20 === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -501.53 -507.44 === -516.99 -521.11 === === === === === === === === === === === === -573.80 -575.99 === -589.26 -589.04 -595.03 === === -611.00 -611.99 === === === === -636.62 === === === === === 
=== === === -403.18 === === -399.27 === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -508.85 -508.59 === -520.45 -525.32 -531.08 -530.03 === === === === === === === === === === === -582.15 -588.58 -588.38 === === === === -613.65 -614.66 === === === -638.24 -641.15 -643.85 === === === === 
=== === === -405.25 === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -514.60 -520.90 === === === -538.15 -540.35 === === === === === === === === === -582.61 -582.36 -589.31 -596.55 -596.07 -602.92 === === === -621.89 === -628.09 -635.47 -637.16 === -648.47 === === === === 
=== === === -411.31 === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -521.25 === === === === -542.65 === === === === === -568.67 === -577.24 -584.36 -583.94 -589.55 -596.34 -598.15 === === === === -620.95 -625.41 === -631.49 -637.84 === -648.38 -650.56 -657.94 === === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -542.37 -545.10 === -552.93 === === === === === === === -588.97 -590.80 -593.57 -595.68 === === === -614.09 === === === === -640.57 === === -650.11 === === === === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -534.38 -534.40 === === === === === === === === === -577.96 -579.58 -586.73 -590.58 -596.51 -594.66 -599.06 -609.04 === === -617.54 === -628.95 -630.28 === === === -651.65 -658.89 -661.18 === === === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -547.00 === === -553.55 === === -567.88 === === -580.57 === -584.35 -591.43 -594.56 -595.39 === === === === === === === -629.91 -640.26 -638.96 === === === === -664.56 -670.45 -674.94 === === 
=== === === -438.44 === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -547.89 -553.92 === === -564.50 === -571.33 === -580.32 === === -588.41 -595.75 -599.00 === === === === === === === -631.91 === -641.16 -644.26 -650.57 === === === === === === === === 
=== === === === === -443.63 === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -559.87 === === -570.19 === -574.13 -576.00 === === -591.05 -595.24 -597.36 -603.33 === === === === === === === -637.60 -638.18 -643.72 -646.56 === -658.06 -663.80 === === -677.90 -682.46 === === 
=== === === -450.85 === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -543.57 === === === === -560.42 === -568.93 -570.73 -574.99 === -581.58 -583.77 -591.23 -596.06 -598.32 -604.64 -609.12 === -615.89 === === === === === -639.36 === -647.06 -651.99 === -662.94 -666.89 -668.68 === -679.21 -684.50 === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -591.97 -593.82 -598.71 -601.29 -609.55 -609.63 === === === === === === -643.21 -644.21 -650.37 -653.94 -657.73 -662.74 -668.64 === === === === -686.37 === === 
=== === === -462.07 -463.33 === === === === === === === === === === === === === === === === === === === === -466.28 === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -577.83 === === === === -595.70 -600.82 === === -615.67 -618.64 -617.89 -623.03 === === -636.47 -640.55 -643.15 -648.01 -655.13 -657.91 -661.13 === === -675.44 -678.28 === === -694.10 === === 
=== === === -467.09 -468.50 === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -583.70 -585.16 === === === === -603.21 === -611.72 -619.96 -621.66 -625.09 -630.37 -630.76 -637.97 -641.19 -644.18 -651.15 === -656.10 === -664.57 === === === === -687.12 -690.70 -693.63 === === 
=== === === -470.81 -475.38 === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -598.62 === -605.67 -606.81 === -615.09 -622.50 -625.18 === === === === -645.70 -652.72 -651.16 -654.55 -660.17 -667.25 === === === === === === -697.25 -700.02 === === 
=== === === -480.28 -476.91 === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -602.15 -600.88 === -607.61 === === === === -630.67 === === -643.05 -645.68 === -651.96 -657.56 -659.32 -666.74 -670.92 === === === === === === === -705.85 === === 
=== === === -484.95 -481.92 === === === === === === -482.45 === === === === === === === === === === === === === === === === === === -494.53 === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -586.92 === === === === -602.43 -605.91 -608.49 -613.02 -618.73 === === -634.04 === -639.44 -641.14 === === -656.81 -660.90 -662.39 -662.84 -666.88 -671.70 -676.92 === === === === === -706.29 -710.91 === === 
=== === === -490.25 -491.21 === === === === === === === === === === === -487.58 === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -613.74 -618.29 -618.08 -623.64 === === -637.70 -636.52 -641.58 -646.36 === === -659.09 -658.66 -669.36 === -675.70 -679.73 -681.55 === -692.83 -696.42 -700.36 -703.85 -710.02 -714.54 === === 
=== === === -494.49 -494.41 -497.85 === === === === === -497.80 === === === === -494.04 === === === === === === === === === === === === === === === -511.60 === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -617.56 === -625.74 -630.28 -633.46 === -640.04 -643.92 -647.52 -648.72 === === -662.18 -670.18 === -677.19 === -682.92 -689.50 -694.19 === -699.13 -707.26 -710.59 -714.97 -717.72 === === 
=== === === -502.17 -504.23 -500.96 === === === === === === === === === === -502.70 === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -607.11 === === === === -621.17 -628.32 -631.15 -632.05 -635.73 -639.39 === === === -657.64 === === -669.88 === -674.82 === === === -694.02 -697.35 -702.11 -701.22 -709.88 -710.08 -715.73 -722.13 === === 
=== === === -511.26 -510.01 === === -505.03 === === === === === === -507.73 === -505.01 === === === === === === === === === === === === === -523.52 === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -614.42 === === === === -628.10 -631.80 -636.88 -640.49 === === === === === === === === -671.95 === -683.17 === === -696.20 -697.72 -707.76 -707.55 -709.61 -717.74 -721.54 -724.60 === === 
=== === === -512.18 -511.79 === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -615.47 -620.04 === === === === -636.19 -639.61 -642.87 -645.96 -647.42 === === === -665.09 -668.12 -670.11 === === === -690.81 -695.31 === === === === -712.06 -716.89 -722.44 -725.67 -727.23 === === 
=== === === -517.98 -520.53 -520.30 -520.63 -520.32 -519.58 -519.66 -520.30 -517.34 -518.65 -518.00 -518.89 -518.02 -518.33 === -522.38 -522.96 -523.11 -520.43 -522.87 -524.65 -524.01 -527.33 -527.21 -528.70 -529.68 -531.08 -531.27 -530.90 -533.33 -534.32 -536.72 -538.44 -539.54 -541.08 -544.59 -546.60 === === === === === === === === === === === === === === === === === === === === === === === === === === === -621.47 -620.58 === === === === === -644.61 -646.51 -652.61 -657.29 -659.38 -661.53 -666.98 -670.17 -674.57 -676.95 -680.72 -684.49 -691.62 -692.77 === -702.84 -704.06 -708.59 -713.15 -719.05 -721.25 -726.61 -727.84 -734.83 === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === 
