=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === 
=== === === === === === === === === === === === -344.05 -344.65 -347.75 === === === === === === === === -354.98 -357.11 -357.76 -355.86 -356.00 -357.81 -362.25 -366.62 -368.34 -366.09 -371.91 -375.16 -372.70 -376.12 -380.24 -382.96 -383.10 -391.21 -391.95 === === === === === === === === === === === === === === === === === === === === -465.30 -466.58 -470.75 -475.80 -480.09 === === === === === === === === === -526.76 -530.18 -533.43 === -539.53 === === === === === === === === -581.47 === -592.09 === === === === === === === === 
=== === === === === === === === === === === === -348.40 === === === === === -353.94 === === -358.91 -357.12 -358.09 -359.33 -360.26 -362.66 -366.45 -365.59 -371.05 -372.86 -372.94 -374.04 -374.13 -379.33 === -380.97 -384.99 -388.88 === -396.24 -393.14 -399.27 === === === === === === === === === === === === === === === === === === === -467.42 === === -482.78 -481.50 -489.15 === === === === === === === === -526.18 -532.64 -532.52 === === === === === -560.99 === === === -583.03 === -590.40 -596.77 === === === === === === === === 
=== === === === === === === === === === === === -359.24 -359.30 -359.11 -358.02 -358.50 -360.72 === -359.52 -359.55 -365.11 -362.73 -364.33 -365.73 -367.04 -369.49 -373.15 -373.29 -374.51 -375.66 -375.84 -376.90 -381.45 -382.15 === -387.38 === === === -396.35 -401.96 -405.27 === === === === === === === === === === === === === === === === === -465.33 === -475.63 -476.47 -480.65 -484.05 -485.19 -492.31 -494.25 === === -506.66 === === === === === -533.80 -540.99 === === === === === === === === -582.85 === -589.89 -594.56 === === === === === === -631.15 === === 
=== === === === === === === === === === === === === -366.00 -365.44 -364.44 -365.66 -367.62 -367.72 -367.20 -369.19 -366.90 -370.04 -368.30 -371.82 -374.36 -376.41 === -376.19 === === === === === === === === === === === -407.08 -408.77 -406.52 -412.76 === === === === === === === === === === === === === === === === -471.21 -473.37 === -481.29 === -488.37 -495.28 -495.36 === === === === === === === === === -540.95 === === === === === === === === -583.95 === -587.37 -596.40 === === === === === === === -631.13 === === 
=== === === === === === === === === === === === -369.87 -369.97 -370.30 -369.46 -371.99 -371.50 -373.85 -373.10 -370.68 -373.82 -375.43 === === === === === === === === === === === === === === === === === === === -415.70 -416.73 === === === === === === === === === === === === === === === === === -479.94 === === -489.24 -495.36 -497.78 -499.16 === === === === === === === === === === -551.11 === === === === === === === === -587.29 === -599.61 === === === === === === === === === === 
=== === === === === === === === === === === === -374.38 -376.55 -377.22 -375.61 -373.95 -379.41 -379.89 -379.97 === -381.78 === === === === === === === === === === === === === === === === === === === === -419.11 -419.99 -428.62 === === === === === === === === === === === === === === === === === -485.44 -492.96 -491.14 -495.78 -504.69 -504.17 -511.80 -514.61 === === -525.54 === === === === === === -554.45 === === === -573.52 === -585.39 -589.75 === === -602.81 === === === === === === === === === === 
=== === === === === === === === === === === === === -381.55 -384.28 -384.68 -380.21 -382.97 -381.75 -387.10 === === === === === === === === === === === === === === === === === === === === === === -424.68 -429.47 -430.81 === === === === === === === === === === === === === === === === === -491.85 === === === -506.46 -507.01 -516.02 -517.66 === === === -536.42 === === === === === -562.90 -565.14 === === -580.07 -582.81 === -591.69 -596.60 -602.77 -607.62 === === === === === === === === === === 
=== === === === === === === === === === === === === -384.62 -387.39 -389.01 -390.99 -391.39 === === === === === === === === === === === === === -405.57 === === === === === === === === === === -428.36 -431.18 -433.94 -436.20 === === === === === === === === === === === === === === === === === -495.44 === -504.73 === -516.31 -517.93 -522.48 === === === === === === === === === -564.28 -566.84 === === === -588.32 === === === === -605.93 === === === === === === === === === === 
=== === === === === === === === === === === === === === -395.21 -391.27 -394.03 === === === === === === === === === === === === === === === === === === === -421.33 === === === === === === -439.96 -438.47 -446.15 === === === === === === === === === === === === === === === === === === === -513.69 -515.54 -519.75 -521.91 -528.06 -532.71 === === === === === === === === === -576.40 === === === -588.67 === -598.81 -605.87 === -612.37 === === === === === === === -650.06 === === 
=== === === === === === === === === === === === === === -400.96 -401.26 -402.33 === -399.50 === === === === === === === === === === === === === === === === === === === === -434.25 === === === -441.39 -448.69 -450.41 -453.60 === === === === === === === === === === === === === === === === === === === -518.79 === -527.76 -532.55 === === === === === -553.04 === === === === === -582.26 -585.79 -592.15 -593.94 === -603.83 -605.43 -613.87 -617.80 === === === === === === === === === === 
=== === === === === === === === === === === === === === -406.43 -408.11 -405.53 === === === === === === === === === === === === === === === === === -428.22 === === -435.08 === === === === === === -451.35 -453.90 -456.92 === === === === === === === === === === === === === === === === === === -521.63 === -525.39 -531.00 -538.43 -539.15 -540.95 -548.86 -550.62 === -559.57 -565.08 === === === === -586.35 -592.53 -593.82 -599.17 === -604.32 === -616.36 -621.50 === === === === === === === === === === 
=== === === === === === === === === === === === === -413.58 -409.37 -408.84 === === === === === -415.55 === === -419.43 === === === === === === === === === === === === === === === === === === === -459.42 -458.47 -461.86 === === === === === === === === === === === === === === === === === === === -527.16 -530.92 -539.48 -538.49 -545.35 === -551.61 -553.37 === === -568.86 -575.20 -576.78 === -584.51 -590.57 -596.09 -598.61 -602.27 === === -614.78 -620.16 -625.86 === === === === === === === -661.75 === === 
=== === === === === === === === === === === === === === -416.18 -415.33 -415.39 === === === === === === === === === -426.09 === === === === === === === === === === === === === === === === === -461.20 -469.05 -471.91 -472.90 === === === === === === === === === === === === === === === === === === === -536.30 === -546.82 -550.96 -553.00 -557.96 -561.99 -561.59 === === -576.94 -582.71 -585.33 -588.78 -595.06 -595.84 -602.88 -606.31 === -612.30 -621.63 === -627.28 === === === === === === === -665.05 === === 
=== === === === === === === === === === === === === === -426.04 -426.56 === === === === === === -426.63 === === === === === === -435.01 === === === === === === === === === === === === === === === -469.95 -477.42 -477.30 -477.13 === === === === === === === === === === === === === === === === === === -544.03 === -547.96 -553.10 -561.05 -559.54 -563.54 === -573.72 -576.32 -582.73 -588.25 -592.16 -595.25 -597.20 -598.40 -605.99 === === === === -630.18 -632.28 === === === === === === === === === === 
=== === === === === === === === === === === === === -429.25 -429.17 -427.18 === === === === === === === === -433.99 === === === === === === === === === -453.58 === === === === === === === -469.73 === === -477.39 === === -483.64 === === === === === === === === === === === === === === === === === === -549.54 === -553.82 -558.79 -559.00 -566.49 -568.35 === === -583.57 === -589.52 -594.89 -599.83 === === -609.26 === -620.35 -621.31 -628.03 -633.52 === === === === === === === === === === === 
=== === === === === === === === === === === === === === === -434.48 -437.16 -435.07 -439.98 -439.68 === -439.96 -442.98 === -439.66 === === === -450.46 -452.07 === === === === === === === === === === === === === === -479.80 === -487.01 -486.67 -493.43 === === === === === === === === === === === === === === === === === -548.14 -551.41 -555.96 -559.41 -563.68 -565.73 -570.46 -572.30 -577.00 -585.52 === -589.62 -593.47 -598.99 -601.81 === -608.89 === -618.51 === -628.24 -633.05 -633.86 -640.70 === === === === === === === === === === 
=== === === === === === === === === === === === === === === -439.73 -440.54 === -442.68 === -444.78 === -448.11 -449.72 -451.05 === -453.71 === === === -455.34 === === === === === === -468.91 === === === === === === === === -486.95 === -497.14 -499.13 === === === === === === === === === === === === === === === === === -554.33 -560.57 -567.13 -566.93 -574.16 -576.96 -575.39 -580.02 -587.85 -591.42 === -598.52 -600.66 -604.97 -614.24 === === === -626.82 -631.29 === -640.50 === === === === === === === === === === === 
=== === === === === === === === === === === === === === === === -447.33 === === === -452.03 === === -452.77 -453.72 === -456.59 === === -460.06 === -460.29 === === === === === -473.15 === -481.29 === === === === === -493.95 === === === -502.85 === === === === === === === === === === === === === === === === === -560.02 -563.92 -566.39 -575.76 -576.15 -580.19 -584.33 === -593.90 -595.64 === -603.74 -608.00 -612.02 -613.33 -622.55 -625.49 -630.27 -633.11 -636.44 -639.59 === === === === === === === === === === === === 
=== === === === === === === === === === === === === === === === -456.58 === === === === === -460.07 === === === === === -464.40 === === === -468.39 === === === === === -485.30 -486.99 === === === === === -499.60 === === === === -508.49 -515.12 === === === === === === === === === === === === === === === === === === -576.14 -577.57 -582.84 -589.06 -595.46 -597.77 -599.87 -607.52 === -611.93 -615.24 -620.87 -624.67 -624.19 === === === -645.01 -652.48 -655.17 === === === === === === === === === === 
=== === === === === === === === === === === === === === === === -463.02 === === === -464.76 -461.39 -463.49 -467.43 === === -470.64 === === === -473.68 -476.96 === === -479.29 -483.63 === -484.09 -485.96 -489.51 -493.15 === -494.43 === === === === -507.19 -510.00 === -513.74 === -522.17 === === === === === === === === === === === === === === === === === === === === -589.15 -595.47 -602.00 === -610.74 -609.85 -616.77 -620.45 -620.44 -628.08 === === === -646.49 -649.95 -655.53 -655.51 === === === === === === === === === === 
=== === === === === === === === === === === === === === === === === === -468.25 === === -470.82 === -471.83 === === === === -476.72 === -482.25 -482.08 === -485.60 -486.80 -488.97 -491.18 -494.23 -494.95 === -498.73 === -502.85 -503.79 -505.72 === -510.48 -515.55 -519.14 === === -521.34 === === === === === === === === === === === === === === === === === === === === === === -601.08 -605.03 -605.82 -612.97 -619.94 === -623.44 -630.93 === -637.99 === -647.66 === -651.25 === -660.18 === === === === === === === === === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -494.26 === === === === === === === === === -516.87 === -526.03 === === -532.51 === === === === === === === === === === === === === === === === === -591.49 === === === === === -613.26 -616.42 -620.95 -624.35 === === === === -646.08 === === === === === -671.14 === === === === === === === === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -503.20 === === === === === === === === === === === === === === === === === === -550.98 === === === === === === === === === === === === === === === === === === === === -621.58 -624.77 -626.51 === -635.97 === === === === === -661.10 === -671.35 -674.99 -677.76 === === === === === === === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -624.88 -629.74 -632.44 === === === === === === === === -670.06 === === -682.91 === -691.81 === === === === === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -637.62 -635.26 === === === === === === -663.11 === === -681.31 === === === -698.06 === === === === === === 
=== === === === === === === === === === -492.66 === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -638.91 -641.70 === === === === === === -668.91 === === === === -686.31 === === -699.75 === === === === === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -640.09 -643.48 === === === === === === === === === === === === -695.35 === === === === === === === === 
=== === === === === === === -507.06 === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -634.88 -637.47 === -645.85 === === === === === === === === === === === === === === === -709.81 === -719.70 -724.37 === === === 
=== === === === -515.63 === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -636.27 -638.71 -644.23 === === === === === === === === === === === === === === === === === === -717.28 === === -726.55 === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -568.66 === === === === === === === === === === === === === === === === === === === === === === === -642.24 -644.29 === === === === === === === === === === === -691.36 === === === === === === === -725.65 -732.65 -731.78 === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === 
