=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === 
=== === === === === -308.34 -309.46 -311.20 === === === === === === === === === === === === === === === === -321.86 -321.58 -323.20 -326.50 -324.69 -330.39 -329.75 -329.24 === === === === -344.17 === === === === === === === -367.46 === === === === === === === === === === === === -417.36 -419.79 -423.43 -427.80 -433.24 -438.04 -440.05 === -446.64 === === === === === === === === === === === === === === === === === === === === === -554.55 -561.80 -564.62 -565.47 -572.21 === === === === === === === === 
=== === === === === -317.81 -315.27 -313.03 === === === === === === === === === === === === === === === === -326.64 -327.88 -328.70 -330.17 -332.08 -333.07 -337.61 -337.85 === === -345.30 === === === === === -360.02 === === === -372.95 === === === -389.69 === === === === === === === === === -423.96 === -435.80 -436.66 -439.46 -444.37 -450.53 === === === === === === === === === === === === === === === === === === === === === -553.45 -555.75 -562.63 -563.95 -569.42 === === === === === === === === === 
=== === === === === === -319.87 -319.47 === === === === === === === === === === === === === === === -330.13 -333.51 -331.43 -335.51 === -337.77 -340.01 -340.14 === === === === === -355.40 -359.29 -360.00 === -365.48 === -371.47 -375.11 === -381.92 -386.27 === -392.74 === === === === === === === === === === -432.47 === -438.62 -447.55 -446.72 -452.60 === === -467.39 === === === === === === -495.66 === === -510.00 === === === === === === === -549.66 -557.18 -559.31 -564.25 === -571.14 === === === === === === === === === 
=== === === === === === -329.03 -329.46 -330.13 === === === === === === === === === === === === -334.26 -335.20 -338.03 -334.79 -335.45 -341.67 -340.89 === -346.52 -347.83 -348.00 -352.27 -355.46 === === === === === === === === === === === === === -394.00 -395.29 -399.24 === === === === === === === === -432.17 -437.68 -439.18 -447.96 -449.82 -455.36 -456.87 === -466.34 === -475.06 === === === === === === === === -516.73 === === === === === === === -555.37 -560.30 === === === === === === === === === === === === === 
=== === === === === === -335.35 -333.89 -332.67 === === === === === === === === === === === === -339.24 -343.33 -344.16 -344.33 -344.48 -347.43 -348.35 -349.17 -354.75 -356.07 -355.71 === -357.59 === === === === -371.67 === === === === -385.91 -388.51 === === -400.22 -398.81 -406.21 === === === === === === === === -438.59 === === -448.66 -451.53 -456.44 -465.83 -466.34 -470.06 === -480.37 -484.80 === === === === === === === -522.33 === === === === === === === -557.80 === -566.39 === === === === === === === === === -617.65 === === 
=== === === === === === -337.56 -336.82 -341.23 -339.52 === === === === === === === === === === === -342.98 -345.10 -348.36 === -350.17 -352.51 -351.52 -353.87 -357.51 -358.92 -359.60 -361.98 -363.97 === === -371.66 === === === === === === === === -397.45 === -402.14 -407.43 === === === === === === === === === -444.54 === -451.08 -455.22 -459.10 -462.28 -466.95 -471.88 -472.62 -479.94 === -485.84 -491.90 === === === === === === === -528.92 -531.75 === === === === === === === === === === === === === === === === === -621.99 === === 
=== === === === === === -343.45 -344.42 -346.70 -347.25 === -347.06 -345.33 -347.64 === === === === -348.84 === === -349.52 -354.93 -355.69 -356.48 -354.79 -354.83 -359.86 -362.79 -360.88 -362.51 -366.86 === -368.54 === -374.13 === === === === -386.57 === === === === === === === -414.23 -414.64 === -422.84 === === === === === === === -451.40 -456.49 -462.66 -463.26 -465.28 -470.60 -478.61 -479.54 -487.06 === -493.30 -497.45 === === === === === === === -533.60 -536.69 === === === === === === === === === === === === === === === === === -625.85 === === 
=== === === === === === -353.36 -350.18 -351.69 -349.70 -349.38 -349.82 -350.81 -354.23 === === === -354.89 -353.66 -354.41 === === -358.45 -359.29 -357.55 -362.61 -361.50 -366.68 -365.56 -367.81 -368.41 === === === -379.12 -382.69 === -386.58 === === === === === === -403.51 === === === === -421.76 -424.88 === === === === === === === === -458.03 -458.37 === -469.08 -468.98 -477.71 -479.67 -484.40 -485.82 -492.24 === -500.48 === === === === === === === -537.35 -539.95 === === === -559.14 === === === === === === === === === === === === === -628.89 === === 
=== === === === === === === === -356.94 -355.99 === === === === -359.22 -358.21 -358.81 -359.50 -360.60 === -363.16 -364.20 -363.75 -363.84 === -366.09 -368.52 -368.40 -375.11 -372.93 -376.97 -378.15 === === === === -390.74 === === === === === === === === === === === === -424.57 === -431.05 -432.84 -440.56 === === === === === === === === === -475.79 -483.59 -486.08 -490.93 -490.70 === === === === === === === === === -536.37 === === === === === === === === === === === === === === === === === === === -630.74 === === 
=== === === === === === === -364.25 -362.31 -362.82 -365.58 -363.31 === -361.78 -365.58 === -364.01 -366.36 === === === -367.26 -367.00 -373.61 -370.57 -372.82 -375.74 -375.59 -381.04 -379.26 -381.90 -382.78 === === === -391.00 === === === === === === === -413.45 === === -419.08 === === === === -439.34 -439.96 === === === === === === === === -471.11 === -480.34 -485.26 -489.22 -490.76 -494.20 -499.16 -504.28 -508.03 -516.01 -517.39 === === === === === === -546.69 -553.98 === === === === === === === === === === === === === === === === -635.79 === === 
=== === === === === === === -368.17 -368.34 === === === === === -371.57 -370.66 -367.73 -370.49 -370.91 === === === -376.46 === -379.77 -381.91 -380.23 -379.55 -384.06 -383.12 -385.20 === -389.84 === === === === === -400.75 === === === -417.42 === === === === === === === -438.05 -439.71 -446.08 === === === === === === === === === === === -487.38 -492.55 -498.45 -503.79 -505.68 === -515.70 -517.60 -520.28 === === === === === === === -559.65 -560.41 === === === === === === === === === === === === === === === -638.50 === === 
=== === === === === === -376.35 -378.32 -377.06 === -372.62 === -377.82 -374.63 === -373.33 === -375.71 === -378.33 -381.03 -383.24 -380.73 -383.84 === -385.99 -384.26 === -389.65 -392.36 -392.86 -394.99 === === === === -407.67 === === === === === -418.27 === === === === === === === === === === === === === === === === === === === === -491.95 === -497.27 -500.14 -502.15 -508.86 -515.51 -519.67 === -523.12 -527.79 === === === === === === === -564.67 -569.41 === === === === === === === === === === === === -632.28 === -640.91 === === 
=== === === === === === -380.67 -380.48 -383.98 === === === -378.09 === -380.49 === === === -383.72 -381.97 === === === === === -391.68 -392.51 -390.39 -398.32 -393.56 -399.71 -402.66 === === -405.21 -406.83 === === === === -420.11 === === -429.84 === -433.10 === === === === -452.12 === === -458.69 -463.05 === === === === === === === === === -501.00 === -509.04 -509.89 === -516.98 -522.02 === -532.23 -537.30 === === === === === === === -569.54 === === === === === === === === === === === === === === === -645.29 === === 
=== === === === === === -389.10 -385.48 -389.42 -388.77 === -389.73 -387.33 -389.78 === -385.32 -390.25 === === === === -390.43 -392.74 -396.90 -393.97 === -396.49 -401.63 -397.80 -402.68 -404.21 -404.89 === === -408.59 === === === === === === === -432.73 === === === === === === === === === -456.85 === -465.15 === === === === === === === === === -501.71 -506.42 === -515.91 === -523.35 -526.21 -527.95 === === -543.58 === === === === === === -574.57 -575.29 === === === === === === === === === === === === -638.94 === -647.99 === === 
=== === === === === -396.63 -394.80 -390.92 === -393.19 === -392.17 === -393.27 === === === === -397.71 === -396.42 -398.23 === -400.86 === -403.23 -403.39 -407.34 === -407.07 -406.79 -410.64 === === === -421.50 === -423.47 -427.15 === === === === === -438.40 === -447.62 === === === -458.25 -462.72 === === -470.52 === === === === === === === === === === -509.24 -513.52 -518.15 -522.73 -527.53 -529.13 -537.70 -541.02 === -546.27 === === === === === === -579.61 -578.94 === === === === === === === === === === === === === -647.66 -649.28 === === 
=== === === === === === -398.89 === === === -397.76 === -401.56 -396.51 === === === === === === -403.73 -405.88 -402.53 === === -408.88 -409.04 -410.06 -410.72 -415.01 -414.31 === === === === === === === -433.81 -436.05 === -437.40 === -445.56 === === === === === === === === === === -478.10 -479.23 === === === === === === === === === -515.22 -516.55 -523.45 -525.87 -527.85 === -543.22 -546.29 -547.52 -552.20 -555.58 === === === === === -582.19 -585.99 === === === === === === === === === === === === -643.91 === -654.98 === === 
=== === === === === -406.29 -405.91 === === -402.44 -404.96 === === === -407.65 === -408.41 === === === -409.47 === === -409.89 -410.26 -417.29 === -414.58 -417.85 -420.43 -420.57 -420.39 === -424.59 -431.56 === -434.58 === -434.13 === === === === === === === === === === === === === === === === -482.29 === === === === === === === === === === -523.16 -526.90 -532.49 -532.87 === -540.66 -550.36 -550.21 -555.79 -560.63 === === === -578.49 -580.82 -583.03 === === === === === === === === === === === === === === -653.05 -659.74 === === 
=== === === === === -414.48 -409.09 === === === === === -413.16 === -411.24 -409.34 -411.72 === === === -415.50 === === === === -418.18 -423.96 === -423.24 -428.41 -425.27 -431.21 === === === === === === -445.78 === === -448.60 === === === -460.29 === === === === === === === === === === -491.63 === -497.91 === === === === === === === === -535.47 -537.88 -536.99 -547.22 === === -557.78 -559.87 -562.43 -568.42 -575.57 -578.62 -581.29 -584.71 === === === === === === === === === === === === === === -650.96 -657.42 -661.57 === === 
=== === === === === -415.16 -420.12 === -414.45 === -415.64 === -416.11 -418.07 === -416.99 === === -422.38 -419.51 === === -421.94 -422.22 -421.94 -426.11 -427.19 -428.74 -431.94 -428.50 -430.95 -431.90 -439.46 -440.20 === -442.78 === === === -450.72 === -453.19 === === === === === === === === === === -487.16 === === === === === === === === === === === === === === -535.83 -541.38 -548.09 -546.57 -553.12 === === -564.19 -572.21 -570.87 -578.63 -581.85 -586.05 === === === === === === === === === === === === === === === -654.69 -662.59 -666.79 === === 
=== === === === === -425.02 -421.20 -424.00 -420.98 -422.10 -422.80 -423.72 === === === === === === === -426.38 -428.26 -430.26 === -428.82 === -434.89 === -437.55 -435.21 -437.84 -439.13 === === === -448.82 -445.09 === === === === -460.05 -462.36 === === -469.91 === === === -477.81 === === === === -490.61 === === -501.13 === === === -515.18 === === === === === === -544.38 -546.88 -549.32 -554.06 -557.91 -563.74 === -569.17 -572.92 -576.18 === === === === === === === === === === === === === === === === === === -659.62 -664.67 === === === 
=== === === === === -431.43 -430.25 -428.14 === === -431.61 === === === === === === -427.81 -431.66 -431.25 -434.00 -434.06 -432.39 -435.35 -435.99 -438.50 -439.65 -440.04 -440.22 -444.45 -445.37 === -446.97 === === -452.61 -454.17 -459.97 -461.22 === === === === === -474.16 === -478.80 === === === === === -497.63 === === === === === === === === === === === === === === -545.99 -549.11 -550.72 -558.52 -563.92 -566.35 === -574.35 === -582.35 -583.21 === === === === === === === === === === === === === === === === === -662.19 -667.56 -673.79 === === 
=== === === -435.53 === -437.23 === -433.28 -432.63 === === === -438.01 -433.95 === === === === -440.52 === -437.97 === -437.89 === -442.09 -441.68 === -445.09 -445.41 -448.56 -450.05 -453.86 -453.11 -456.20 === === -459.41 === -466.23 === === === === === === === === === === === === === === === === === -514.84 === === === === -528.80 === === === === === === === -557.69 -564.74 -567.75 -568.32 -577.78 -577.84 -582.45 -586.15 -588.72 === === === === === === === -624.16 === -633.37 === === === === === === === === -673.77 -678.09 === === 
=== === === === === -440.80 -442.77 === === -438.90 -442.24 === -438.46 === === === === -441.93 -445.03 === === === === === === -449.10 -454.17 -452.42 -449.90 -451.51 -457.92 === === -463.80 -464.54 === -466.13 -467.45 -473.91 === -475.72 === -476.98 === === === === === === === === === === -510.09 === === === === === === === === === === === === === -558.93 === === -569.17 -568.92 -576.58 -578.95 -580.30 === === === -598.67 === === === === === === === -632.61 -634.56 === === === === === === === === === -680.64 === === 
=== === === === === -448.74 === === === === -448.61 === -444.36 === === === === -447.36 -448.98 === === -448.19 === === === === === -460.41 -457.03 -459.31 -459.26 === === === === === === -473.55 -474.91 === -480.60 -482.42 -486.19 === === === -494.46 === === === === -510.64 === === -514.50 === === === === -534.68 -536.64 === === === === === === -560.85 -564.87 === === -572.09 -579.29 -584.07 -586.96 === -591.28 -599.34 === === === === === === === -632.34 === === === === === === === === === === === === === === 
=== === === === === -452.99 === === -452.91 -451.21 -453.72 === === === === === === -454.07 -455.41 === -455.00 === -457.23 === -461.19 -458.55 -463.44 -466.35 -466.93 -468.14 -470.07 === === === -475.59 === === === -480.08 -482.32 === -487.89 -489.86 -493.66 === -496.58 === === === === === === === -521.41 === === -531.02 === === === === === === === === === === === -569.63 === === -579.88 -582.05 === === === === === === === === === === === === === === === === === === === === === === === === === === === 
=== === === === === -460.19 -461.25 -456.83 === -459.56 -456.06 -461.45 -462.03 === === === === === === === -463.25 -465.60 -462.05 -466.44 === -465.85 -467.55 -470.55 -470.65 -471.13 -471.44 -476.44 -476.53 === -479.54 -482.26 === === -489.30 -491.53 -494.55 === === -501.41 -501.62 === -504.72 === === === === === === === === === === -536.34 === -547.25 === === === === === === === === === -575.64 === === -589.89 -591.70 === === === === === -616.91 === === === === === === === === === === === === === === === === === === === === 
=== === === === === -464.20 -463.88 === === === === -462.73 -468.05 === === === === === -469.12 === === -471.45 -471.68 -471.40 -470.24 -471.26 -474.05 -473.93 -476.78 -477.46 -481.18 === === === === === === === -494.24 -495.19 === === === -500.92 === -506.68 -509.22 -517.48 === === === === -525.53 -532.34 -534.70 === === === === === -549.43 === === === === === === === === === === === === -599.97 -601.68 === === === === === === === === === -641.59 === === -653.42 === === === === === === === === === -698.54 === === 
=== === === === === -472.72 -470.50 -473.10 === === -473.40 -472.34 === === === -473.67 -469.70 -471.37 -475.44 === -472.38 -475.26 -474.72 === -476.69 -476.64 -482.70 -480.02 -484.48 -483.03 -485.71 === === === === === === === -500.81 === === === === === -511.55 -512.54 === -516.79 -520.57 -523.38 -529.74 -529.70 -534.70 -535.57 -536.58 -543.29 === === -551.79 -551.96 === === === === === === === === === === === === === -601.40 -604.42 === === === === -625.05 === === -637.53 -644.46 === === === === === === === === === === === === === -701.31 === === 
=== === === === === -476.16 -475.54 -477.81 === === -476.45 === === === === -477.50 === === -479.44 === -480.92 -481.03 === -481.41 -481.07 -486.95 -487.35 -485.62 -490.52 === === -495.51 === === === -497.50 === === === -506.82 === === -511.82 -517.76 === === -524.86 === === === -534.26 -536.21 -537.56 -540.65 -542.48 -547.93 -548.60 -554.10 -553.28 -561.88 -561.66 === -566.72 === === === === === === === === === === === -613.43 -613.11 === === === === === === === === === -652.12 === === -664.14 -669.73 === -677.31 === === === === === -704.84 === === 
=== === === === === -483.11 -483.26 -485.73 -482.87 === === -485.46 -484.69 -484.83 -483.48 -483.23 === === -485.60 === -487.81 === -490.67 -486.65 -489.02 -488.49 -493.67 === === === === === -500.03 === === === === === === === === === === === === === -526.48 === -530.89 -534.52 -534.56 -537.67 -543.96 -545.95 -547.91 -551.33 -556.80 === -558.65 -563.59 -564.76 -567.37 -575.20 === === -582.64 === === === === === -604.66 === === -615.38 -621.86 -621.48 === === === === === === === === === === === === -675.90 === === === === === === === -711.37 === === 
=== === === === === === -492.07 === === === === === === -491.39 === === === -489.73 === -489.92 -494.97 -492.44 -493.01 -493.92 -494.05 -498.41 -499.81 -497.74 === === === === === === === -510.63 -512.57 === === === === === === -528.49 === === === === === === === === === === === === === === === -567.65 === === -578.90 === -586.79 === === === === === === -609.38 === === -622.40 === === === === === === === === === === === === === === === === === === === === -704.23 -709.82 -713.18 === === 
=== === === === === === -494.68 -496.71 -496.17 === -495.74 === -494.70 -496.78 === === -493.98 -499.13 -499.67 -495.75 -499.84 -501.37 -497.14 -500.91 -502.84 -500.07 === === -506.79 === === -512.24 === === === -516.35 === === === === === === === -533.25 === === -538.17 === === === === === === === === === -566.38 === === -575.15 -578.65 === -586.31 === -590.08 -591.80 === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -714.86 -719.20 === === 
=== === === -503.46 -503.80 -499.55 === -500.46 -500.41 === -503.94 -501.87 -500.69 === -502.15 -501.47 -502.96 -503.33 -501.83 -501.42 -501.44 -501.74 === === -505.31 -510.89 -510.53 === -512.83 === -513.75 -517.12 -516.70 -519.90 -519.34 -521.25 -526.16 === === === === === === -539.81 === === === === === === -554.08 === -562.16 === === === -568.03 === === === -585.24 === -587.14 -593.41 -597.13 -599.98 -598.40 -606.79 === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -721.24 === === 
=== === === -505.97 === -510.76 -507.78 -506.24 -508.54 -508.41 -509.11 -507.73 -509.38 -509.27 -509.67 -506.29 -507.22 -506.15 -508.41 -509.91 === === === -514.65 -512.30 -513.54 === -517.51 -519.30 === -517.87 === === -525.11 -527.86 -528.27 === === === -532.48 -536.74 === === === === === === -549.06 -552.33 === === === -564.00 === === === -573.38 === === === === === === === -600.86 -600.86 === -613.13 -613.42 === === === === === === === === === === === === === === === === === === === === === === === === === === === -722.55 -724.91 === === 
=== === === -515.85 -517.44 -515.93 -516.72 -515.19 -511.36 -510.12 -514.34 -514.36 -514.94 -510.47 -511.25 -511.45 === === === === === === === === === === === === -521.49 === === === === === === -536.06 === === -541.00 === === -542.91 === === === === === === === === === === === === -577.29 === -582.03 === -589.91 === -592.29 === === -601.83 === === -614.33 -614.71 -614.24 === === === === -636.06 === === === === === === === === === === === === === === === === === -708.20 === -713.27 === -724.19 -727.81 -728.67 === === 
=== === === -519.61 -518.09 -520.33 -518.11 -517.89 -518.18 -517.95 -516.17 -516.30 === === === === -521.13 === === === === === === === === === === === === === === === === === -537.45 -540.59 -542.41 -542.16 -543.86 === -545.57 === === === -553.17 === === === === === === === === -580.43 === === === === === -595.03 -597.65 === === === === === === -619.38 -623.14 === === === === === === -647.66 -649.37 -653.93 === === === === -670.45 -677.35 -680.28 -687.43 === -695.32 -695.56 -697.74 -703.92 -711.73 -713.32 -719.70 -723.97 -727.49 -732.64 -731.12 === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === 
