=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === 
=== === === === === === === === === === === -440.96 === -442.29 -439.90 -440.20 === -445.51 === -441.08 -445.35 === -447.32 === === === === === === === === === === === === === === === === === === === === -482.25 === -487.37 === -491.15 -495.40 -496.68 === === === === === === === === === === === === === === === === === -558.80 -559.19 === === === === -576.99 -584.22 === -589.99 === === -603.76 -605.54 -614.57 === === === === === -636.28 === === -647.80 -652.05 === === === === === === === === 
=== === === === === === === === === === === === === === -447.23 === -446.62 -451.40 -451.19 -446.78 === === === === === === === -459.45 === -461.02 === === === === === === === === === === === === === === === === -495.99 === -499.47 -501.97 === === === === === === === === === === === === === === === === === -560.26 -566.34 -567.90 === === === === === === === -602.41 -599.40 -605.90 -611.71 === === === === === -638.81 === === === -655.37 === === === === === === === === === 
=== === === === === === === === === === === -454.28 === === === -453.24 === -454.59 === === === -455.70 === === === === === -465.88 === === === -471.77 === === -474.33 === -474.87 === === === === === === === === === === -503.86 -507.66 === === === -519.20 -519.76 === === === === === === === === === === === === === === -570.57 -572.59 === === === === === === -597.09 -603.06 -605.42 -613.60 === === === === -634.50 === -639.58 -647.36 -647.48 === === === === === === === === === === === 
=== === === === === === === === === === === -456.69 === === === === === -461.98 === === === === -463.30 === === === === === === -469.72 -473.72 === -478.24 -476.32 -478.25 -479.53 -484.23 -487.84 -486.05 -487.93 -492.01 === === -495.70 === === -506.12 === -509.36 -516.19 === -520.70 === === === === === === === === === === === === === === === === === -576.54 -581.19 === === -591.94 === === === -606.22 -612.36 -615.71 -617.08 -627.53 -629.42 -630.70 -640.53 === -646.27 === === === === === === === === === === === === === 
=== === === === === === === === === === === === -467.33 -468.12 === -464.84 === === === === === === === -468.38 === === === === === === -480.49 -478.52 === === -486.67 === -491.13 -490.93 -494.54 === -497.31 -501.92 === === -505.21 -511.30 -513.46 -513.82 -515.08 -515.99 === -526.08 === === === -537.83 === === === === === === === === === === === === === -582.84 -584.32 === === -600.63 === -602.63 -607.28 -614.69 -614.63 -622.76 === === === -634.60 === === -649.69 -656.38 === === === === === === === === === === === === 
=== === === === === === === === === === === === -468.67 -468.80 -474.22 -473.00 === === === === === === === === === === === === === === === === === === -491.42 === === -495.40 === === -502.71 -502.45 -507.93 -508.90 -512.98 -513.42 -515.93 -517.11 -522.64 -525.00 -525.54 -526.41 === === === === === === === === === === === === === === === === === === -589.39 -594.04 -600.56 -600.33 === === === -614.11 -621.56 -625.79 -627.49 -634.27 -637.78 === === -650.81 -650.06 -656.44 -659.95 -662.30 === === -682.62 === === === === === === === 
=== === === === === === === === === === === === -474.36 -474.95 -479.75 -478.85 -478.36 -479.66 -479.18 -480.04 === -478.89 === === === === === === === === === === === === === === -498.19 === === === === -511.36 === === -518.40 -519.44 === === === === -531.71 -534.88 === -542.58 === === -548.07 === === === === === === === === === === === === === -595.75 -598.16 === === === === -616.59 -620.93 === === === === === === === -653.28 === === === === === === === === === === === === === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -545.23 === === === -556.94 === === === === === === === === === === === === === -602.72 -608.20 === === -617.88 === -626.60 -628.94 === === === === === -652.65 === === === === -673.53 === === === === === === === === === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -549.76 === === -556.62 === === === === === === === === === === === === === === -608.38 -610.76 === === -625.07 -624.59 === -633.87 -642.31 === === === === === === === === === === === -688.86 -690.49 === === === === === === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -569.25 === === === === === === === === === === === === === === -616.92 -620.06 -625.41 === -634.58 === -640.97 -644.19 === === === === === === === === === === === === === === === === === === === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -576.01 -578.50 -580.26 === === === === === === === === === === === === -622.55 -625.91 === -632.87 === -642.74 -646.41 === === === === === === === === === === === === === === === === === === === === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -584.01 === === === === === === === === === === === === === -628.15 -634.27 -636.07 -639.58 -647.52 === === === === === === === === === === === === === === === === === === === === === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -635.89 -638.25 -643.40 -647.71 -647.35 === === === === === === === === === === === === === === === === -719.94 === === -730.54 === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -591.60 -593.60 === === === === === === === === === === === === === === -641.35 -647.69 -648.99 === === === === === === === === === -690.44 -691.97 -696.86 -701.26 -703.84 -711.80 -713.63 -716.23 -721.49 -727.42 -729.08 -732.45 === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === 
