=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === 
=== === === === === === -408.96 === === === -407.33 === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -519.74 -522.38 -525.05 -528.73 -534.61 -537.62 -538.90 === === === === === === === === === === === === === === === === === === === === === -638.17 -639.46 === === === -656.32 === === 
=== === === -412.35 === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -521.40 -522.74 === -531.76 -538.93 -541.15 -541.15 === === === === === === === === === === === === === === === -610.18 === === === === === === -640.82 === === === -662.98 === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -508.59 -509.35 === === === === -526.84 -534.06 -536.48 -540.72 -545.23 -546.09 === -553.44 -557.87 === === === === === === === === -598.09 -603.87 === === === === === === -635.63 === -644.61 -645.94 === === === -664.11 === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -519.03 === === === === -534.21 -540.25 -540.87 -544.90 -552.36 -551.57 -560.27 === -562.59 === === === === === === -592.89 === === === === === === === === === -634.60 === -646.80 === === === === -668.39 === === 
=== === === === === -429.84 === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -544.30 -546.69 -549.78 -554.44 -561.00 -561.08 -565.06 -573.12 === -579.16 === === === === === === === === === === === === === === === -646.83 -650.80 -654.59 === === === -674.96 === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -530.89 === === === === === -551.48 -554.71 -557.82 -561.49 -569.34 -573.46 -573.62 -578.56 === === === === === -599.83 === === === === === === === === === === === === -657.70 === === === -677.19 === === 
=== === === === === -441.81 === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -538.31 -538.68 === === === === -553.70 === === === -574.71 -573.08 -577.17 -583.16 === === === -597.74 === === === -615.69 === === === === === === === -652.05 === -658.68 -665.77 === === === -681.31 === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -540.97 -545.18 === === === === === === === -572.68 -575.50 -578.29 -584.82 -587.55 -587.30 -598.01 === === === === === === === === === === === === === -652.14 === -661.57 -665.40 === === === -685.22 === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -549.17 -552.64 === === === === -571.83 === === === -584.19 -585.27 -589.72 -598.47 === === -605.70 === === === === === === === === === === === -657.66 -663.01 -663.36 === === === === -686.53 === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -504.38 === === === === === === === === === === === === === === === === -552.64 -553.25 === === === === === -577.48 -578.28 -583.79 === -590.36 -595.31 -601.63 -603.15 -611.43 === === === === === === === === === === === === -661.60 === === === -676.88 === === -691.62 === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -510.98 === === === === === === === === === === === === === === === === -559.66 -563.59 === === === === === -584.87 -588.86 === === -605.11 -605.09 -607.95 -613.99 -615.54 -622.10 === === === === === === === === === === === === -677.53 -680.95 -684.80 === === -695.92 === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -487.62 === -491.94 === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -565.04 -569.99 === === === === === -592.36 === === -600.42 -605.61 -611.46 -610.55 -618.33 -618.43 -622.80 -627.51 -631.82 === === === === === === === === === -676.80 -681.36 -685.07 -689.78 === === -701.09 === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -574.85 -580.26 === === === === === -597.34 === === === -617.07 -617.28 -621.15 -624.10 -628.62 -633.30 -638.39 === -646.33 -653.11 === === === === === === === === === === -696.29 -700.61 -706.71 === === 
=== === === -487.17 -486.19 === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -580.78 === === === === === === === === === -618.52 === -625.94 -628.18 -634.41 === === === === === === -662.11 === === === === === === === === -698.67 -703.53 -708.88 === === 
=== === === -488.40 -492.15 === === === === === === === === === === === === -493.23 === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -610.64 === -619.13 -623.24 === === === -635.81 === === === === === === === === === === === === === === === -706.23 -707.43 === === === 
=== === === -497.23 -496.83 === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -595.48 === === === === === -618.91 === -626.95 -627.10 === === === === === === === === === === === === === === -687.63 === === === === -706.97 === -713.45 === === 
=== === === -505.27 -502.86 === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -601.50 -605.73 === === === === === -626.15 -632.48 -635.07 -636.32 === === === === === === === === === === === === === === -696.72 === -703.92 === === -716.17 -722.34 === === 
=== === === -511.03 -507.63 -508.14 === === === === === === === === === === === === === === === === === === -515.43 === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -613.33 === === === === === -630.89 -635.28 === === === === === === === === === === === === === === === -697.12 -702.83 === -708.46 === -715.00 -721.39 -726.04 === === 
=== === === -515.18 -515.20 -512.78 === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -614.66 -619.03 === === === === === -638.91 -643.76 === === === === === === === === === === === === === === === === -707.97 -712.99 -714.24 -723.14 -728.04 -727.98 === === 
=== === === -521.81 -521.83 -520.75 -520.43 === -518.81 -517.07 -519.03 -519.29 -517.88 -517.20 -519.89 -520.08 -518.42 -518.87 -521.96 -519.13 -520.21 -524.09 -521.60 -524.15 -523.55 -527.17 -526.07 -527.54 -529.41 -529.09 -530.18 -532.09 -533.41 -534.03 -537.67 === === === === === === === === === === === === === === === === === === === === === === === === === === -600.57 -602.28 -606.43 === -613.94 -617.00 -620.63 -621.78 === === === === === -644.55 -647.02 -649.28 -656.92 === -661.47 === -670.59 -672.96 -675.34 -680.46 -685.43 -690.94 -692.60 -698.68 -702.71 -703.21 -709.74 -712.10 -718.64 -722.08 -725.68 -727.56 -734.59 === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === 
