=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === 
=== === === -459.44 === === === === === === === -458.34 === === -458.43 === -457.93 === -460.29 === === -464.38 -464.06 === -464.34 === -470.53 === === === === === === -476.97 === === === -483.75 === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -575.95 -582.57 === === === === === === === === === === === === === === === === === === === === === === === === === === === === === 
=== === === === === === === === === === === -466.64 -464.60 -463.59 -464.45 === === === -465.25 === === === -471.17 -471.76 -473.19 === -473.85 === === -477.80 === === === -482.26 === === === === === === === === === === -504.49 === === === === === === === === === === === === === === === === === === === === === === === === -583.45 -583.82 === === === === === === === === === === === === === === === === === === === === === === === === === === === === === 
=== === === -472.62 === === === === === === === === -470.82 -468.34 -473.29 === === === === -476.02 === -473.83 === === === -480.15 === -482.46 === -482.65 === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -591.38 -591.90 === -602.24 === === -611.31 === === === === === === === === === === === === === === === === === === === === === === === 
=== === === === === === === === === === === === === -477.06 -480.13 -479.60 -479.72 === === === === === === === === === -488.54 -485.45 === -492.20 -491.92 -494.09 === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -595.75 -598.83 === -609.72 === -613.84 === === === === === === -641.81 === === === === === === === === === === === === === === === === === 
=== === === -483.36 === === === === === === === === === === -482.21 -483.53 -481.38 -485.26 -482.74 -486.66 -484.38 -488.33 -489.93 -490.19 -491.91 === === -493.11 === -493.41 -498.42 === === === === === === === === === === === === -520.76 === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -611.79 === === === === === === === === === === === === === === === === === === === === === === === === === === 
=== === === -490.38 === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -619.20 -616.86 === -627.67 === === === === === === === === === === === === === === === === === === === === === === === 
=== === === -499.72 === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -618.29 === -623.66 -628.50 === === === === === === === === === === === === === === === === === === === === === === === === 
=== === === -504.49 === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -623.53 -623.00 -629.33 === === === === === === === === === === === === === === === === === === === === === === === === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -594.65 === === === === === === === === === === -629.99 === -636.27 -641.51 === === === === === === === === === === === === === === === === === === === === === === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -635.11 -640.53 -642.96 === === === === === === === === === === === === === === === === === === === === === -729.64 === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -621.45 -622.03 === === === === === -643.55 -648.00 -650.05 === === === === === === === === === === === === === === === === === -722.09 === -731.27 -735.38 === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === 
