## Generation 0 
{'exit_reached': 0.0, 'collision': 0, 'robot_pos': [60.0, 450.0, -2.8146021366119385], 'dist_obj': -390.0}
{'collision': 10, 'robot_pos': [146.24728393554688, 579.7256469726562, 1.5853981971740723], 'dist_obj': -526.8333152975474, 'exit_reached': 0.0}
{'collision': 0, 'robot_pos': [60.0, 450.0, -1.8977867364883423], 'dist_obj': -390.0, 'exit_reached': 0.0}
{'collision': 0, 'robot_pos': [66.75157928466797, 424.8095397949219, 3.14127516746521], 'dist_obj': -364.8720106396486, 'exit_reached': 0.0}
{'collision': 10, 'robot_pos': [17.05028533935547, 380.80938720703125, -2.2663369178771973], 'dist_obj': -323.67165601822734, 'exit_reached': 0.0}
{'collision': 10, 'robot_pos': [190.10777282714844, 580.1077880859375, 0.7853981852531433], 'dist_obj': -536.1344456175963, 'exit_reached': 0.0}
{'collision': 0, 'robot_pos': [74.24467468261719, 419.4137268066406, 1.07796049118042], 'dist_obj': -359.69589624271794, 'exit_reached': 0.0}
{'exit_reached': 0.0, 'collision': 10, 'dist_obj': -522.9664372929282, 'robot_pos': [136.8536834716797, 577.2885131835938, 1.5853981971740723]}
{'exit_reached': 0.0, 'collision': 0, 'dist_obj': -469.33632403122084, 'robot_pos': [133.53916931152344, 523.5391845703125, 0.7853981852531433]}
{'exit_reached': 0.0, 'collision': 0, 'dist_obj': -390.0, 'robot_pos': [60.0, 450.0, 2.785398244857788]}
{'exit_reached': 0.0, 'collision': 10, 'dist_obj': -349.86179020369116, 'robot_pos': [18.05192756652832, 407.3379211425781, 0.8135256171226501]}
{'exit_reached': 0.0, 'collision': 0, 'dist_obj': -408.1527912189956, 'robot_pos': [68.58760070800781, 468.06243896484375, 0.26858291029930115]}
{'exit_reached': 0.0, 'collision': 882, 'dist_obj': -495.06912733743286, 'robot_pos': [212.63429260253906, 530.9524536132812, 1.9853981733322144]}
{'exit_reached': 0.0, 'collision': 0, 'robot_pos': [60.0, 450.0, -1.8977867364883423], 'dist_obj': -390.0}
{'exit_reached': 0.0, 'collision': 10, 'robot_pos': [17.246570587158203, 343.3437805175781, -1.8977867364883423], 'dist_obj': -286.5511362471842}
{'exit_reached': 0.0, 'collision': 10, 'robot_pos': [17.573604583740234, 407.57354736328125, 0.7853981852531433], 'dist_obj': -350.1533519112904}
{'collision': 10, 'exit_reached': 0.0, 'dist_obj': -517.9072871294441, 'robot_pos': [65.60530853271484, 577.876953125, -1.6146018505096436]}
{'exit_reached': 0.0, 'collision': 0, 'robot_pos': [70.43133544921875, 428.4404296875, 0.4671631157398224], 'dist_obj': -368.5880668002747}
{'exit_reached': 0.0, 'collision': 10, 'robot_pos': [144.2103729248047, 578.8482055664062, 1.5853981971740723], 'dist_obj': -525.637562706105}
{'collision': 0, 'exit_reached': 0.0, 'dist_obj': -337.07093483498994, 'robot_pos': [83.6607894897461, 396.2394714355469, -3.0977869033813477]}
{'collision': 0, 'exit_reached': 0.0, 'dist_obj': -408.1527912189956, 'robot_pos': [68.58760070800781, 468.06243896484375, 0.26858291029930115]}
{'exit_reached': 0.0, 'collision': 10, 'robot_pos': [17.573604583740234, 407.57354736328125, 0.7853981852531433], 'dist_obj': -350.1533519112904}
{'exit_reached': 0.0, 'collision': 10, 'robot_pos': [190.10777282714844, 580.1077880859375, 0.7853981852531433], 'dist_obj': -536.1344456175963}
{'collision': 0, 'exit_reached': 0.0, 'dist_obj': -516.4357533185366, 'robot_pos': [161.03570556640625, 566.4559936523438, 1.1853982210159302]}
{'exit_reached': 0.0, 'collision': 10, 'robot_pos': [18.332109451293945, 486.0179748535156, -2.2977867126464844], 'dist_obj': -428.0508474481386}
{'exit_reached': 0.0, 'collision': 10, 'robot_pos': [18.7618408203125, 465.34320068359375, 0.10221320390701294], 'dist_obj': -407.43551160024015}
{'exit_reached': 0.0, 'collision': 10, 'robot_pos': [190.10777282714844, 580.1077880859375, 0.7853981852531433], 'dist_obj': -536.1344456175963}
{'collision': 10, 'exit_reached': 0.0, 'dist_obj': -350.1533519112904, 'robot_pos': [17.573604583740234, 407.57354736328125, 0.7853981852531433]}
{'exit_reached': 0.0, 'collision': 10, 'robot_pos': [156.55667114257812, 383.4786376953125, 0.6190283298492432], 'dist_obj': -337.58201934841145}
{'collision': 10, 'exit_reached': 0.0, 'dist_obj': -536.1344456175963, 'robot_pos': [190.10777282714844, 580.1077880859375, 0.7853981852531433]}
{'collision': 0, 'robot_pos': [139.19602966308594, 529.196044921875, 0.7853981852531433], 'dist_obj': -475.8328905033011, 'exit_reached': 0.0}
{'collision': 10, 'exit_reached': 0.0, 'dist_obj': -428.0508474481386, 'robot_pos': [18.332109451293945, 486.0179748535156, -2.2977867126464844]}
{'collision': 0, 'exit_reached': 0.0, 'dist_obj': -495.5865264818835, 'robot_pos': [156.16661071777344, 546.1666259765625, 0.7853981852531433]}
{'exit_reached': 0.0, 'collision': 0, 'robot_pos': [102.7787857055664, 509.4022216796875, 1.4862885475158691], 'dist_obj': -451.4336954161505}
{'collision': 0, 'robot_pos': [43.53654479980469, 510.60845947265625, 1.5853981971740723], 'dist_obj': -450.9091140190552, 'exit_reached': 0.0}
{'collision': 10, 'robot_pos': [19.262672424316406, 488.4248046875, 2.3853981494903564], 'dist_obj': -430.35722734669054, 'exit_reached': 0.0}
{'collision': 0, 'robot_pos': [123.72917175292969, 515.9320678710938, 1.1853982210159302], 'dist_obj': -460.3644836925695, 'exit_reached': 0.0}
{'exit_reached': 0.0, 'collision': 0, 'dist_obj': -391.3862114026048, 'robot_pos': [79.9808120727539, 450.8758544921875, 0.9022132158279419]}
{'exit_reached': 0.0, 'collision': 17, 'robot_pos': [17.684473037719727, 566.5079956054688, -1.8977867364883423], 'dist_obj': -508.2725188659771}
{'exit_reached': 0.0, 'collision': 0, 'dist_obj': -321.056180670662, 'robot_pos': [259.2305603027344, 311.7622985839844, 1.567692518234253]}
{'exit_reached': 0.0, 'collision': 10, 'robot_pos': [17.573604583740234, 407.57354736328125, 0.7853981852531433], 'dist_obj': -350.1533519112904}
{'exit_reached': 0.0, 'collision': 0, 'robot_pos': [72.89043426513672, 420.711181640625, -0.29778680205345154], 'dist_obj': -360.9414354935157}
{'exit_reached': 0.0, 'collision': 0, 'robot_pos': [156.16661071777344, 546.1666259765625, 0.7853981852531433], 'dist_obj': -495.5865264818835}
{'exit_reached': 0.0, 'collision': 10, 'dist_obj': -517.9072871294441, 'robot_pos': [65.60530853271484, 577.876953125, -1.6146018505096436]}
{'exit_reached': 0.0, 'collision': 10, 'robot_pos': [17.573604583740234, 407.57354736328125, 0.7853981852531433], 'dist_obj': -350.1533519112904}
{'exit_reached': 0.0, 'collision': 0, 'dist_obj': -401.1923477562987, 'robot_pos': [85.717041015625, 460.36724853515625, -0.5314171314239502]}
{'exit_reached': 0.0, 'collision': 10, 'robot_pos': [30.079631805419922, 578.738525390625, 2.1336793899536133], 'dist_obj': -519.6006987652531}
{'exit_reached': 0.0, 'collision': 10, 'dist_obj': -350.1533519112904, 'robot_pos': [17.573604583740234, 407.57354736328125, 0.7853981852531433]}
{'exit_reached': 0.0, 'collision': 0, 'robot_pos': [127.77247619628906, 524.3524780273438, 1.0698151588439941], 'dist_obj': -469.2721304103956}
{'exit_reached': 0.0, 'collision': 10, 'dist_obj': -337.58201934841145, 'robot_pos': [156.55667114257812, 383.4786376953125, 0.6190283298492432]}
{'collision': 10, 'exit_reached': 0.0, 'dist_obj': -519.0191866672486, 'robot_pos': [19.97161865234375, 577.4733276367188, -0.08081373572349548]}
{'collision': 0, 'exit_reached': 0.0, 'dist_obj': -390.0, 'robot_pos': [60.0, 450.0, -2.8146021366119385]}
{'collision': 0, 'exit_reached': 0.0, 'dist_obj': -480.691532188886, 'robot_pos': [203.55125427246094, 518.75634765625, -0.3643594980239868]}
{'collision': 0, 'exit_reached': 0.0, 'dist_obj': -390.0, 'robot_pos': [60.0, 450.0, -1.8977867364883423]}
{'collision': 10, 'robot_pos': [20.038375854492188, 448.248291015625, -3.0977869033813477], 'dist_obj': -390.29945795619585, 'exit_reached': 0.0}
{'collision': 10, 'exit_reached': 0.0, 'dist_obj': -360.4638176565305, 'robot_pos': [19.548057556152344, 418.18682861328125, -2.8146021366119385]}
{'collision': 0, 'robot_pos': [94.83131408691406, 448.0633850097656, -0.29778680205345154], 'dist_obj': -389.62342232758397, 'exit_reached': 0.0}
{'exit_reached': 0.0, 'collision': 10, 'dist_obj': -286.5511362471842, 'robot_pos': [17.246570587158203, 343.3437805175781, -1.8977867364883423]}
{'collision': 8, 'exit_reached': 0.0, 'dist_obj': -533.2464665494505, 'robot_pos': [185.95462036132812, 578.1575317382812, 1.9853981733322144]}
{'collision': 10, 'robot_pos': [17.573604583740234, 407.57354736328125, 0.7853981852531433], 'dist_obj': -350.1533519112904, 'exit_reached': 0.0}
{'collision': 10, 'robot_pos': [156.55667114257812, 383.4786376953125, 0.6190283298492432], 'dist_obj': -337.58201934841145, 'exit_reached': 0.0}
{'exit_reached': 0.0, 'collision': 10, 'dist_obj': -431.3546302659522, 'robot_pos': [319.95574951171875, 404.2235107421875, -0.8146018385887146]}
{'collision': 10, 'exit_reached': 0.0, 'dist_obj': -350.1533519112904, 'robot_pos': [17.573604583740234, 407.57354736328125, 0.7853981852531433]}
{'collision': 10, 'exit_reached': 0.0, 'dist_obj': -286.5511362471842, 'robot_pos': [17.246570587158203, 343.3437805175781, -1.8977867364883423]}
{'collision': 9, 'exit_reached': 0.0, 'dist_obj': -502.5052996665541, 'robot_pos': [17.903223037719727, 560.7388916015625, -3.0837419033050537]}
{'collision': 126, 'robot_pos': [214.53713989257812, 569.6272583007812, 0.4701906442642212], 'dist_obj': -532.5426461884057, 'exit_reached': 0.0}
{'exit_reached': 0.0, 'collision': 10, 'dist_obj': -361.9191280817598, 'robot_pos': [18.748716354370117, 419.560546875, -2.8146021366119385]}
{'collision': 10, 'exit_reached': 0.0, 'dist_obj': -350.1533519112904, 'robot_pos': [17.573604583740234, 407.57354736328125, 0.7853981852531433]}
{'exit_reached': 0.0, 'collision': 10, 'dist_obj': -527.205355752972, 'robot_pos': [149.61190795898438, 579.5336303710938, 1.3492796421051025]}
{'collision': 0, 'exit_reached': 0.0, 'dist_obj': -390.0, 'robot_pos': [60.0, 450.0, -1.8977867364883423]}
{'collision': 0, 'exit_reached': 0.0, 'dist_obj': -502.2532836772292, 'robot_pos': [161.82347106933594, 551.823486328125, 0.7853981852531433]}
{'exit_reached': 0.0, 'collision': 10, 'dist_obj': -486.9942763345846, 'robot_pos': [18.106163024902344, 545.18896484375, 1.9853981733322144]}
{'collision': 10, 'robot_pos': [17.573604583740234, 407.57354736328125, 0.7853981852531433], 'dist_obj': -350.1533519112904, 'exit_reached': 0.0}
{'exit_reached': 0.0, 'collision': 10, 'dist_obj': -340.4136925495985, 'robot_pos': [154.72085571289062, 386.9700927734375, 0.6190283298492432]}
{'collision': 0, 'robot_pos': [259.88275146484375, 417.0593566894531, -2.07564115524292], 'dist_obj': -409.19982714151115, 'exit_reached': 0.0}
{'exit_reached': 0.0, 'collision': 0, 'dist_obj': -389.52275605360387, 'robot_pos': [58.41498947143555, 449.51953125, -0.19717097282409668]}
{'collision': 10, 'robot_pos': [74.42489624023438, 579.5518188476562, 1.9853981733322144], 'dist_obj': -519.7520275087431, 'exit_reached': 0.0}
{'collision': 10, 'robot_pos': [17.025680541992188, 340.5811462402344, 1.293440580368042], 'dist_obj': -283.853081290943, 'exit_reached': 0.0}
{'exit_reached': 0.0, 'collision': 0, 'robot_pos': [127.0939712524414, 538.1837158203125, 1.9853981733322144], 'dist_obj': -482.8677531727966}
{'exit_reached': 0.0, 'collision': 0, 'robot_pos': [60.0, 450.0, -1.8977867364883423], 'dist_obj': -390.0}
{'collision': 17, 'robot_pos': [17.684473037719727, 566.5079956054688, -1.8977867364883423], 'dist_obj': -508.2725188659771, 'exit_reached': 0.0}
{'exit_reached': 0.0, 'collision': 0, 'robot_pos': [57.45021057128906, 544.271728515625, -0.5340855121612549], 'dist_obj': -484.2784410498179}
{'exit_reached': 0.0, 'collision': 0, 'robot_pos': [133.53916931152344, 523.5391845703125, 0.7853981852531433], 'dist_obj': -469.33632403122084}
{'collision': 0, 'robot_pos': [84.06634521484375, 437.9726867675781, 2.8916308879852295], 'dist_obj': -378.73809012865576, 'exit_reached': 0.0}
{'exit_reached': 0.0, 'collision': 10, 'dist_obj': -303.9123267663519, 'robot_pos': [191.51483154296875, 333.9827575683594, -2.5105247497558594]}
{'exit_reached': 0.0, 'collision': 0, 'robot_pos': [139.19602966308594, 529.196044921875, 0.7853981852531433], 'dist_obj': -475.8328905033011}
{'exit_reached': 0.0, 'collision': 0, 'dist_obj': -395.0013051205327, 'robot_pos': [87.34637451171875, 454.0535583496094, -2.5774102210998535]}
{'collision': 0, 'exit_reached': 0.0, 'dist_obj': -484.11220102337194, 'robot_pos': [134.57791137695312, 538.3333129882812, 1.9540657997131348]}
{'collision': 0, 'exit_reached': 0.0, 'dist_obj': -389.886633802655, 'robot_pos': [60.601749420166016, 449.88616943359375, 0.8406773805618286]}
{'collision': 0, 'exit_reached': 0.0, 'dist_obj': -380.96210404958833, 'robot_pos': [248.57989501953125, 391.0132141113281, 2.7564852237701416]}
{'exit_reached': 0.0, 'collision': 0, 'dist_obj': -287.59104901263777, 'robot_pos': [71.443603515625, 347.36328125, -1.3809716701507568]}
{'exit_reached': 0.0, 'collision': 10, 'dist_obj': -350.1533519112904, 'robot_pos': [17.573604583740234, 407.57354736328125, 0.7853981852531433]}
{'collision': 0, 'robot_pos': [57.08055114746094, 447.74395751953125, 1.7304223775863647], 'dist_obj': -387.7549480980361, 'exit_reached': 0.0}
{'collision': 0, 'exit_reached': 0.0, 'dist_obj': -482.8677531727966, 'robot_pos': [127.0939712524414, 538.1837158203125, 1.9853981733322144]}
{'exit_reached': 0.0, 'collision': 0, 'dist_obj': -486.0677194426597, 'robot_pos': [129.9224090576172, 541.0121459960938, 1.9853981733322144]}
{'exit_reached': 0.0, 'collision': 0, 'dist_obj': -390.0, 'robot_pos': [60.0, 450.0, 2.785398244857788]}
{'collision': 0, 'robot_pos': [97.60096740722656, 494.81060791015625, -3.030526638031006], 'dist_obj': -436.43338266127046, 'exit_reached': 0.0}
{'exit_reached': 0.0, 'collision': 10, 'dist_obj': -517.9233222923415, 'robot_pos': [18.062702178955078, 576.22265625, 2.3853981494903564]}
{'collision': 0, 'exit_reached': 0.0, 'dist_obj': -408.15792260717524, 'robot_pos': [77.4878158569336, 467.7831115722656, -1.0966554880142212]}
{'exit_reached': 0.0, 'collision': 10, 'dist_obj': -350.1533519112904, 'robot_pos': [17.573604583740234, 407.57354736328125, 0.7853981852531433]}
{'collision': 10, 'exit_reached': 0.0, 'dist_obj': -360.4638176565305, 'robot_pos': [19.548057556152344, 418.18682861328125, -2.8146021366119385]}
{'exit_reached': 0.0, 'collision': 10, 'dist_obj': -536.1344456175963, 'robot_pos': [190.10777282714844, 580.1077880859375, 0.7853981852531433]}
## Generation 5 
{'exit_reached': 0.0, 'collision': 0, 'dist_obj': -390.0, 'robot_pos': [60.0, 450.0, -1.8977867364883423]}
{'collision': 10, 'robot_pos': [19.126174926757812, 473.7505798339844, 2.7612216472625732], 'dist_obj': -415.76461115525007, 'exit_reached': 0.0}
{'exit_reached': 0.0, 'collision': 10, 'dist_obj': -350.1533519112904, 'robot_pos': [17.573604583740234, 407.57354736328125, 0.7853981852531433]}
{'collision': 0, 'exit_reached': 0.0, 'dist_obj': -363.63828531892824, 'robot_pos': [81.83338928222656, 422.98223876953125, 0.5022132396697998]}
{'exit_reached': 0.0, 'collision': 0, 'robot_pos': [161.82347106933594, 551.823486328125, 0.7853981852531433], 'dist_obj': -502.2532836772292}
{'exit_reached': 0.0, 'collision': 10, 'dist_obj': -526.5703414977984, 'robot_pos': [149.29222106933594, 578.9443359375, 1.1853982210159302]}
{'collision': 10, 'robot_pos': [136.8536834716797, 577.2885131835938, 1.5853981971740723], 'dist_obj': -522.9664372929282, 'exit_reached': 0.0}
{'collision': 10, 'exit_reached': 0.0, 'dist_obj': -536.1344456175963, 'robot_pos': [190.10777282714844, 580.1077880859375, 0.7853981852531433]}
{'exit_reached': 0.0, 'collision': 10, 'robot_pos': [72.48535919189453, 334.7344970703125, 2.1806023120880127], 'dist_obj': -275.01805045238063}
{'exit_reached': 0.0, 'collision': 0, 'dist_obj': -390.0, 'robot_pos': [60.0, 450.0, 1.9853981733322144]}
{'collision': 10, 'exit_reached': 0.0, 'dist_obj': -350.1533519112904, 'robot_pos': [17.573604583740234, 407.57354736328125, 0.7853981852531433]}
{'collision': 10, 'exit_reached': 0.0, 'dist_obj': -350.1533519112904, 'robot_pos': [17.573604583740234, 407.57354736328125, 0.7853981852531433]}
{'exit_reached': 0.0, 'collision': 10, 'dist_obj': -519.0126319180383, 'robot_pos': [34.80415344238281, 578.4006958007812, 2.1201553344726562]}
{'exit_reached': 0.0, 'collision': 10, 'dist_obj': -350.1533519112904, 'robot_pos': [17.573604583740234, 407.57354736328125, 0.7853981852531433]}
{'collision': 0, 'robot_pos': [278.4901428222656, 443.7207336425781, -1.4990761280059814], 'dist_obj': -441.5648807793623, 'exit_reached': 0.0}
{'collision': 10, 'exit_reached': 0.0, 'dist_obj': -350.1533519112904, 'robot_pos': [17.573604583740234, 407.57354736328125, 0.7853981852531433]}
{'exit_reached': 0.0, 'collision': 0, 'dist_obj': -390.0, 'robot_pos': [60.0, 450.0, -1.8977867364883423]}
{'exit_reached': 0.0, 'collision': 10, 'robot_pos': [144.2103729248047, 578.8482055664062, 1.5853981971740723], 'dist_obj': -525.637562706105}
{'exit_reached': 0.0, 'collision': 10, 'dist_obj': -517.9072871294441, 'robot_pos': [65.60530853271484, 577.876953125, -1.6146018505096436]}
{'collision': 0, 'robot_pos': [144.85289001464844, 534.8529052734375, 0.7853981852531433], 'dist_obj': -482.3746413219317, 'exit_reached': 0.0}
{'collision': 10, 'exit_reached': 0.0, 'dist_obj': -521.4016943744369, 'robot_pos': [117.07946014404297, 578.2679443359375, 1.5853981971740723]}
{'exit_reached': 0.0, 'collision': 10, 'dist_obj': -518.125847280956, 'robot_pos': [71.85905456542969, 577.9901123046875, 1.8296737670898438]}
{'exit_reached': 0.0, 'collision': 9, 'robot_pos': [181.28038024902344, 468.52203369140625, -2.014601945877075], 'dist_obj': -426.14455604255954}
{'exit_reached': 0.0, 'collision': 10, 'dist_obj': -350.1533519112904, 'robot_pos': [17.573604583740234, 407.57354736328125, 0.7853981852531433]}
{'collision': 10, 'exit_reached': 0.0, 'dist_obj': -526.8333152975474, 'robot_pos': [146.24728393554688, 579.7256469726562, 1.5853981971740723]}
{'exit_reached': 0.0, 'collision': 0, 'dist_obj': -387.75257266223247, 'robot_pos': [57.07585525512695, 447.7415466308594, 1.7299059629440308]}
{'exit_reached': 0.0, 'collision': 0, 'robot_pos': [60.0, 450.0, -1.8977867364883423], 'dist_obj': -390.0}
{'exit_reached': 0.0, 'collision': 0, 'robot_pos': [139.19602966308594, 529.196044921875, 0.7853981852531433], 'dist_obj': -475.8328905033011}
{'exit_reached': 0.0, 'collision': 10, 'dist_obj': -415.7170090605585, 'robot_pos': [19.10654067993164, 473.7008056640625, 2.7622039318084717]}
{'exit_reached': 0.0, 'collision': 10, 'dist_obj': -350.1533519112904, 'robot_pos': [17.573604583740234, 407.57354736328125, 0.7853981852531433]}
{'collision': 0, 'exit_reached': 0.0, 'dist_obj': -391.1038558063685, 'robot_pos': [87.93907928466797, 450.1046447753906, -0.3260746896266937]}
{'exit_reached': 0.0, 'collision': 10, 'dist_obj': -536.1344456175963, 'robot_pos': [190.10777282714844, 580.1077880859375, 0.7853981852531433]}
{'exit_reached': 0.0, 'collision': 10, 'dist_obj': -536.1344456175963, 'robot_pos': [190.10777282714844, 580.1077880859375, 0.7853981852531433]}
{'collision': 0, 'exit_reached': 0.0, 'dist_obj': -438.6060072498363, 'robot_pos': [275.4076232910156, 442.06646728515625, -1.7000406980514526]}
{'exit_reached': 0.0, 'collision': 10, 'dist_obj': -467.6914600536415, 'robot_pos': [18.886417388916016, 525.880859375, -2.697786808013916]}
{'exit_reached': 0.0, 'collision': 0, 'dist_obj': -482.91565396773035, 'robot_pos': [182.43954467773438, 527.1360473632812, 0.1974884569644928]}
{'exit_reached': 0.0, 'collision': 0, 'dist_obj': -456.2091713251654, 'robot_pos': [164.32391357421875, 504.120849609375, 1.5853981971740723]}
{'collision': 10, 'robot_pos': [190.10777282714844, 580.1077880859375, 0.7853981852531433], 'dist_obj': -536.1344456175963, 'exit_reached': 0.0}
{'collision': 10, 'robot_pos': [17.573604583740234, 407.57354736328125, 0.7853981852531433], 'dist_obj': -350.1533519112904, 'exit_reached': 0.0}
{'collision': 0, 'robot_pos': [60.0, 450.0, -2.8146021366119385], 'dist_obj': -390.0, 'exit_reached': 0.0}
{'collision': 0, 'robot_pos': [100.87297058105469, 501.23126220703125, 1.9507592916488647], 'dist_obj': -443.12032956402453, 'exit_reached': 0.0}
{'collision': 0, 'robot_pos': [57.45021057128906, 544.271728515625, -0.5340855121612549], 'dist_obj': -484.2784410498179, 'exit_reached': 0.0}
{'exit_reached': 0.0, 'collision': 10, 'robot_pos': [18.106163024902344, 545.18896484375, 1.9853981733322144], 'dist_obj': -486.9942763345846}
{'collision': 0, 'robot_pos': [100.78978729248047, 503.2069091796875, 1.5175771713256836], 'dist_obj': -445.0799603351937, 'exit_reached': 0.0}
{'collision': 10, 'robot_pos': [17.573604583740234, 407.57354736328125, 0.7853981852531433], 'dist_obj': -350.1533519112904, 'exit_reached': 0.0}
{'collision': 10, 'robot_pos': [18.332109451293945, 486.0179748535156, -2.2977867126464844], 'dist_obj': -428.0508474481386, 'exit_reached': 0.0}
{'collision': 0, 'robot_pos': [116.82746124267578, 447.9484558105469, -1.3809716701507568], 'dist_obj': -392.0884654221234, 'exit_reached': 0.0}
{'exit_reached': 0.0, 'collision': 0, 'robot_pos': [60.0, 450.0, -1.8977867364883423], 'dist_obj': -390.0}
{'exit_reached': 0.0, 'collision': 0, 'robot_pos': [60.0, 450.0, -1.8977867364883423], 'dist_obj': -390.0}
{'collision': 17, 'robot_pos': [17.684473037719727, 566.5079956054688, -1.8977867364883423], 'dist_obj': -508.2725188659771, 'exit_reached': 0.0}
{'exit_reached': 0.0, 'collision': 0, 'dist_obj': -433.4710667258618, 'robot_pos': [91.58866119384766, 492.31854248046875, -2.6730823516845703]}
{'exit_reached': 0.0, 'collision': 0, 'robot_pos': [66.87007904052734, 464.449951171875, 0.26858291029930115], 'dist_obj': -404.5082953277413}
{'collision': 10, 'exit_reached': 0.0, 'dist_obj': -403.41223840014885, 'robot_pos': [292.8161926269531, 389.4511413574219, -0.8146018385887146]}
{'exit_reached': 0.0, 'collision': 10, 'robot_pos': [17.118091583251953, 488.6936340332031, 2.884892702102661], 'dist_obj': -430.83301861632685}
{'exit_reached': 0.0, 'collision': 0, 'robot_pos': [70.96390533447266, 432.0461730957031, -2.83052921295166], 'dist_obj': -372.20768683000244}
{'collision': 0, 'exit_reached': 0.0, 'dist_obj': -381.9533082658557, 'robot_pos': [73.31746673583984, 441.7210693359375, 0.5022132396697998]}
{'exit_reached': 0.0, 'collision': 0, 'robot_pos': [60.0, 450.0, -1.8977867364883423], 'dist_obj': -390.0}
{'collision': 0, 'robot_pos': [118.22246551513672, 500.24163818359375, 1.3542084693908691], 'dist_obj': -444.07494354133013, 'exit_reached': 0.0}
{'collision': 10, 'robot_pos': [121.52841186523438, 576.8038330078125, 1.5853981971740723], 'dist_obj': -520.4535976225209, 'exit_reached': 0.0}
{'collision': 0, 'exit_reached': 0.0, 'dist_obj': -388.5392285192114, 'robot_pos': [74.01673889160156, 448.28631591796875, 2.046741008758545]}
{'exit_reached': 0.0, 'collision': 10, 'robot_pos': [138.5222930908203, 577.11865234375, 1.5617221593856812], 'dist_obj': -523.0463183256879}
{'collision': 10, 'exit_reached': 0.0, 'dist_obj': -420.92292670346814, 'robot_pos': [17.521987915039062, 478.7740783691406, 2.768104314804077]}
{'collision': 10, 'robot_pos': [18.7618408203125, 465.34320068359375, 2.785398244857788], 'dist_obj': -407.43551160024015, 'exit_reached': 0.0}
{'exit_reached': 0.0, 'collision': 114, 'robot_pos': [218.85284423828125, 561.7197265625, 0.5518044829368591], 'dist_obj': -526.2669571087865}
{'collision': 10, 'exit_reached': 0.0, 'dist_obj': -517.9072871294441, 'robot_pos': [65.60530853271484, 577.876953125, -1.6146018505096436]}
{'collision': 0, 'robot_pos': [139.19602966308594, 529.196044921875, 0.7853981852531433], 'dist_obj': -475.8328905033011, 'exit_reached': 0.0}
{'collision': 0, 'exit_reached': 0.0, 'dist_obj': -473.7225144841366, 'robot_pos': [186.8873291015625, 516.4127807617188, 0.1292421817779541]}
{'exit_reached': 0.0, 'collision': 0, 'dist_obj': -390.0, 'robot_pos': [60.0, 450.0, -1.8977867364883423]}
{'collision': 10, 'exit_reached': 0.0, 'dist_obj': -350.1533519112904, 'robot_pos': [17.573604583740234, 407.57354736328125, 0.7853981852531433]}
{'exit_reached': 0.0, 'collision': 0, 'dist_obj': -381.8659034505643, 'robot_pos': [68.72943115234375, 441.76611328125, 0.10221320390701294]}
{'collision': 10, 'exit_reached': 0.0, 'dist_obj': -373.585290555579, 'robot_pos': [17.15819549560547, 431.12066650390625, -2.380469560623169]}
{'exit_reached': 0.0, 'collision': 10, 'dist_obj': -519.7039822138929, 'robot_pos': [92.55767059326172, 578.6831665039062, 2.3853981494903564]}
{'collision': 0, 'exit_reached': 0.0, 'dist_obj': -390.0, 'robot_pos': [60.0, 450.0, -1.8977867364883423]}
{'collision': 0, 'exit_reached': 0.0, 'dist_obj': -432.81081312234403, 'robot_pos': [109.41576385498047, 489.9805603027344, 1.4473159313201904]}
{'exit_reached': 0.0, 'collision': 0, 'dist_obj': -379.4321002206289, 'robot_pos': [65.7122802734375, 439.38909912109375, -1.7314170598983765]}
{'exit_reached': 0.0, 'collision': 0, 'robot_pos': [93.5963134765625, 436.16326904296875, -2.9915542602539062], 'dist_obj': -377.6605847269587}
{'exit_reached': 0.0, 'collision': 0, 'dist_obj': -451.4336954161505, 'robot_pos': [102.7787857055664, 509.4022216796875, 1.4862885475158691]}
{'exit_reached': 0.0, 'collision': 0, 'dist_obj': -441.44624609883107, 'robot_pos': [123.65431213378906, 496.83282470703125, 1.501713752746582]}
{'exit_reached': 0.0, 'collision': 0, 'dist_obj': -444.44465638878984, 'robot_pos': [83.14581298828125, 503.841552734375, -2.952684164047241]}
{'exit_reached': 0.0, 'collision': 10, 'robot_pos': [190.10777282714844, 580.1077880859375, 0.7853981852531433], 'dist_obj': -536.1344456175963}
{'exit_reached': 0.0, 'collision': 10, 'robot_pos': [190.10777282714844, 580.1077880859375, 0.7853981852531433], 'dist_obj': -536.1344456175963}
{'collision': 10, 'robot_pos': [190.10777282714844, 580.1077880859375, 0.7853981852531433], 'dist_obj': -536.1344456175963, 'exit_reached': 0.0}
{'collision': 0, 'robot_pos': [70.7439193725586, 543.6362915039062, 0.8226741552352905], 'dist_obj': -483.75561419288505, 'exit_reached': 0.0}
{'exit_reached': 0.0, 'collision': 0, 'robot_pos': [88.72633361816406, 521.88037109375, -2.524768352508545], 'dist_obj': -462.7728162336702}
{'collision': 0, 'robot_pos': [126.37860107421875, 514.1757202148438, 1.1853982210159302], 'dist_obj': -459.0007663536547, 'exit_reached': 0.0}
{'collision': 0, 'exit_reached': 0.0, 'dist_obj': -441.3598229230529, 'robot_pos': [121.13435363769531, 497.1053466796875, 1.5853981971740723]}
{'collision': 0, 'exit_reached': 0.0, 'dist_obj': -473.7326152986631, 'robot_pos': [186.8846435546875, 516.4240112304688, 0.12941408157348633]}
